Essential,NonEssential,NonTargeting,BrunelloKinome,GuideID,GeneSymbol,BrunelloFullGenome,GuideID,GeneSymbol,AvanaFullGenome,GuideID,GeneSymbol
,,,,,,,SPNS1_28981996,SPNS1,,ZNF256-1,ZNF256
,,,,,,,SPNS2_4525136,SPNS2,,ZNF256-2,ZNF256
,,,,,,,SPNS2_4530705,SPNS2,,ZNF256-3,ZNF256
,,,,,,,SPNS2_4532604,SPNS2,,ZNF256-4,ZNF256
,,,,,,,SPNS2_4533009,SPNS2,,ZNF257-1,ZNF257
,,,,,,,SPNS3_4434091,SPNS3,,ZNF257-2,ZNF257
,,,,,,,SPNS3_4439676,SPNS3,,ZNF257-3,ZNF257
,,,,,,,SPNS3_4445095,SPNS3,,ZNF26-1,ZNF26
,,,,,,,SPNS3_4446194,SPNS3,,ZNF26-2,ZNF26
,,,,,,,SPN_29663828,SPN,,ZNF26-3,ZNF26
,,,,,,,SPN_29663930,SPN,,ZNF26-4,ZNF26
,,,,,,,SPN_29664121,SPN,,ZNF260-1,ZNF260
,,,,,,,SPN_29664342,SPN,,ZNF260-2,ZNF260
,,,,,,,SPO11_57329975,SPO11,,ZNF260-3,ZNF260
,,,,,,,SPO11_57331931,SPO11,,ZNF263-1,ZNF263
,,,,,,,SPO11_57334793,SPO11,,ZNF263-2,ZNF263
,,,,,,,SPO11_57335442,SPO11,,ZNF263-3,ZNF263
,,,,,,,SPOCD1_31796651,SPOCD1,,ZNF263-4,ZNF263
,,,,,,,SPOCD1_31799401,SPOCD1,,ZNF264-1,ZNF264
,,,,,,,SPOCD1_31814296,SPOCD1,,ZNF266-1,ZNF266
,,,,,,,SPOCD1_31814986,SPOCD1,,ZNF266-2,ZNF266
,,,,,,,SPOCK1_136988562,SPOCK1,,ZNF266-3,ZNF266
,,,,,,,SPOCK1_136992565,SPOCK1,,ZNF266-4,ZNF266
,,,,,,,SPOCK1_137112491,SPOCK1,,ZNF267-1,ZNF267
,,,,,,,SPOCK1_137498433,SPOCK1,,ZNF267-2,ZNF267
,,,,,,,SPOCK2_72067666,SPOCK2,,ZNF267-3,ZNF267
,,,,,,,SPOCK2_72070411,SPOCK2,,ZNF267-4,ZNF267
,,,,,,,SPOCK2_72072533,SPOCK2,,ZNF268-1,ZNF268
,,,,,,,SPOCK2_72088214,SPOCK2,,ZNF268-2,ZNF268
,,,,,,,SPOCK3_166754595,SPOCK3,,ZNF268-3,ZNF268
,,,,,,,SPOCK3_166889174,SPOCK3,,ZNF268-4,ZNF268
,,,,,,,SPOCK3_166912654,SPOCK3,,ZNF273-1,ZNF273
,,,,,,,SPOCK3_167234006,SPOCK3,,ZNF273-2,ZNF273
,,,,,,,SPON1_13963138,SPON1,,ZNF273-3,ZNF273
,,,,,,,SPON1_14041610,SPON1,,ZNF273-4,ZNF273
,,,,,,,SPON1_14135476,SPON1,,ZNF276-1,ZNF276
,,,,,,,SPON1_14259307,SPON1,,ZNF276-2,ZNF276
,,,,,,,SPON2_1171075,SPON2,,ZNF276-3,ZNF276
,,,,,,,SPON2_1171156,SPON2,,ZNF277-1,ZNF277
,,,,,,,SPON2_1171441,SPON2,,ZNF277-2,ZNF277
,,,,,,,SPON2_1171875,SPON2,,ZNF277-3,ZNF277
,,,,,,,SPOPL_138550290,SPOPL,,ZNF28-1,ZNF28
,,,,,,,SPOPL_138550920,SPOPL,,ZNF28-2,ZNF28
,,,,,,,SPOPL_138552580,SPOPL,,ZNF280A-1,ZNF280A
,,,,,,,SPOPL_138559091,SPOPL,,ZNF280A-2,ZNF280A
,,,,,,,SPOP_49611281,SPOP,,ZNF280A-3,ZNF280A
,,,,,,,SPOP_49611362,SPOP,,ZNF280A-4,ZNF280A
,,,,,,,SPOP_49619073,SPOP,,ZNF280B-1,ZNF280B
,,,,,,,SPOP_49619368,SPOP,,ZNF280B-2,ZNF280B
,,,,,,,SPP1_87981513,SPP1,,ZNF280B-3,ZNF280B
,,,,,,,SPP1_87981618,SPP1,,ZNF280C-1,ZNF280C
,,,,,,,SPP1_87981732,SPP1,,ZNF280C-2,ZNF280C
,,,,,,,SPP1_87982535,SPP1,,ZNF280C-3,ZNF280C
,,,,,,,SPP2_234050981,SPP2,,ZNF280C-4,ZNF280C
,,,,,,,SPP2_234051049,SPP2,,ZNF280D-1,ZNF280D
,,,,,,,SPP2_234058899,SPP2,,ZNF280D-2,ZNF280D
,,,,,,,SPP2_234058954,SPP2,,ZNF280D-3,ZNF280D
,,,,,,,SPPL2A_50739792,SPPL2A,,ZNF280D-4,ZNF280D
,,,,,,,SPPL2A_50747590,SPPL2A,,ZNF281-1,ZNF281
,,,,,,,SPPL2A_50748731,SPPL2A,,ZNF281-2,ZNF281
,,,,,,,SPPL2A_50749701,SPPL2A,,ZNF281-3,ZNF281
,,,,,,,SPPL2B_2334687,SPPL2B,,ZNF282-1,ZNF282
,,,,,,,SPPL2B_2338762,SPPL2B,,ZNF282-2,ZNF282
,,,,,,,SPPL2B_2339907,SPPL2B,,ZNF282-3,ZNF282
,,,,,,,SPPL2B_2340162,SPPL2B,,ZNF282-4,ZNF282
,,,,,,,SPPL2C_45845425,SPPL2C,,ZNF283-1,ZNF283
,,,,,,,SPPL2C_45845661,SPPL2C,,ZNF283-2,ZNF283
,,,,,,,SPPL2C_45845822,SPPL2C,,ZNF283-3,ZNF283
,,,,,,,SPPL2C_45846191,SPPL2C,,ZNF284-1,ZNF284
,,,,,,,SPPL3_120768412,SPPL3,,ZNF284-2,ZNF284
,,,,,,,SPPL3_120782669,SPPL3,,ZNF284-3,ZNF284
,,,,,,,SPPL3_120782757,SPPL3,,ZNF285-1,ZNF285
,,,,,,,SPPL3_120784554,SPPL3,,ZNF285-2,ZNF285
,,,,,,,SPRED1_38299439,SPRED1,,ZNF286A-1,ZNF286A
,,,,,,,SPRED1_38299534,SPRED1,,ZNF286A-2,ZNF286A
,,,,,,,SPRED1_38349489,SPRED1,,ZNF286A-3,ZNF286A
,,,,,,,SPRED1_38351082,SPRED1,,ZNF286A-4,ZNF286A
,,,,,,,SPRED2_65313955,SPRED2,,ZNF286B-1,ZNF286B
,,,,,,,SPRED2_65316771,SPRED2,,ZNF286B-2,ZNF286B
,,,,,,,SPRED2_65334707,SPRED2,,ZNF286B-3,ZNF286B
,,,,,,,SPRED2_65344802,SPRED2,,ZNF287-1,ZNF287
,,,,,,,SPRED3_38390406,SPRED3,,ZNF287-2,ZNF287
,,,,,,,SPRED3_38392023,SPRED3,,ZNF287-3,ZNF287
,,,,,,,SPRED3_38392106,SPRED3,,ZNF287-4,ZNF287
,,,,,,,SPRED3_38395504,SPRED3,,ZNF292-1,ZNF292
,,,,,,,SPRN_133423506,SPRN,,ZNF292-2,ZNF292
,,,,,,,SPRN_133423540,SPRN,,ZNF292-3,ZNF292
,,,,,,,SPRN_133423596,SPRN,,ZNF296-1,ZNF296
,,,,,,,SPRN_133423645,SPRN,,ZNF296-2,ZNF296
,,,,,,,SPRR1A_152985274,SPRR1A,,ZNF296-3,ZNF296
,,,,,,,SPRR1A_152985316,SPRR1A,,ZNF296-4,ZNF296
,,,,,,,SPRR1A_152985359,SPRR1A,,ZNF3-1,ZNF3
,,,,,,,SPRR1A_152985386,SPRR1A,,ZNF3-2,ZNF3
,,,,,,,SPRR1B_153032389,SPRR1B,,ZNF3-3,ZNF3
,,,,,,,SPRR1B_153032426,SPRR1B,,ZNF30-1,ZNF30
,,,,,,,SPRR1B_153032455,SPRR1B,,ZNF30-2,ZNF30
,,,,,,,SPRR1B_153032473,SPRR1B,,ZNF30-3,ZNF30
,,,,,,,SPRR2A_153056600,SPRR2A,,ZNF30-4,ZNF30
,,,,,,,SPRR2A_153056644,SPRR2A,,ZNF300-1,ZNF300
,,,,,,,SPRR2A_153056675,SPRR2A,,ZNF300-2,ZNF300
,,,,,,,SPRR2A_153056691,SPRR2A,,ZNF300-3,ZNF300
,,,,,,,SPRR2B_153070727,SPRR2B,,ZNF302-1,ZNF302
,,,,,,,SPRR2B_153070750,SPRR2B,,ZNF302-2,ZNF302
,,,,,,,SPRR2B_153070774,SPRR2B,,ZNF304-1,ZNF304
,,,,,,,SPRR2B_153070789,SPRR2B,,ZNF304-2,ZNF304
,,,,,,,SPRR2D_153040233,SPRR2D,,ZNF304-3,ZNF304
,,,,,,,SPRR2D_153040234,SPRR2D,,ZNF304-4,ZNF304
,,,,,,,SPRR2D_153040239,SPRR2D,,ZNF311-1,ZNF311
,,,,,,,SPRR2D_153040246,SPRR2D,,ZNF311-2,ZNF311
,,,,,,,SPRR2E_153093612,SPRR2E,,ZNF311-3,ZNF311
,,,,,,,SPRR2E_153093635,SPRR2E,,ZNF311-4,ZNF311
,,,,,,,SPRR2E_153093659,SPRR2E,,ZNF317-1,ZNF317
,,,,,,,SPRR2E_153093693,SPRR2E,,ZNF317-2,ZNF317
,,,,,,,SPRR2F_153112605,SPRR2F,,ZNF317-3,ZNF317
,,,,,,,SPRR2F_153112621,SPRR2F,,ZNF318-1,ZNF318
,,,,,,,SPRR2F_153112675,SPRR2F,,ZNF318-2,ZNF318
,,,,,,,SPRR2F_153112686,SPRR2F,,ZNF319-1,ZNF319
,,,,,,,SPRR2G_153149968,SPRR2G,,ZNF319-2,ZNF319
,,,,,,,SPRR2G_153149991,SPRR2G,,ZNF319-3,ZNF319
,,,,,,,SPRR2G_153150020,SPRR2G,,ZNF32-1,ZNF32
,,,,,,,SPRR2G_153150097,SPRR2G,,ZNF32-2,ZNF32
,,,,,,,SPRR3_153003130,SPRR3,,ZNF32-3,ZNF32
,,,,,,,SPRR3_153003196,SPRR3,,ZNF32-4,ZNF32
,,,,,,,SPRR3_153003264,SPRR3,,ZNF320-1,ZNF320
,,,,,,,SPRR3_153003316,SPRR3,,ZNF320-2,ZNF320
,,,,,,,SPRR4_152971937,SPRR4,,ZNF320-3,ZNF320
,,,,,,,SPRR4_152971972,SPRR4,,ZNF322-1,ZNF322
,,,,,,,SPRR4_152971985,SPRR4,,ZNF322-2,ZNF322
,,,,,,,SPRR4_152972038,SPRR4,,ZNF322-3,ZNF322
,,,,,,,SPRY1_123401666,SPRY1,,ZNF322-4,ZNF322
,,,,,,,SPRY1_123401764,SPRY1,,ZNF324-1,ZNF324
,,,,,,,SPRY1_123401909,SPRY1,,ZNF324-2,ZNF324
,,,,,,,SPRY1_123402000,SPRY1,,ZNF324-3,ZNF324
,,,,,,,SPRY2_80337133,SPRY2,,ZNF324-4,ZNF324
,,,,,,,SPRY2_80337361,SPRY2,,ZNF324B-1,ZNF324B
,,,,,,,SPRY2_80337480,SPRY2,,ZNF324B-2,ZNF324B
,,,,,,,SPRY2_80337634,SPRY2,,ZNF324B-3,ZNF324B
,,,,,,,SPRY3_155773951,SPRY3,,ZNF324B-4,ZNF324B
,,,,,,,SPRY3_155774021,SPRY3,,ZNF326-1,ZNF326
,,,,,,,SPRY3_155774131,SPRY3,,ZNF326-2,ZNF326
,,,,,,,SPRY3_155774417,SPRY3,,ZNF326-3,ZNF326
,,,,,,,SPRY4_142314589,SPRY4,,ZNF326-4,ZNF326
,,,,,,,SPRY4_142314660,SPRY4,,ZNF329-1,ZNF329
,,,,,,,SPRY4_142314769,SPRY4,,ZNF329-2,ZNF329
,,,,,,,SPRY4_142314917,SPRY4,,ZNF329-3,ZNF329
,,,,,,,SPRYD3_53068173,SPRYD3,,ZNF330-1,ZNF330
,,,,,,,SPRYD3_53068266,SPRYD3,,ZNF330-2,ZNF330
,,,,,,,SPRYD3_53073323,SPRYD3,,ZNF330-3,ZNF330
,,,,,,,SPRYD3_53074735,SPRYD3,,ZNF331-1,ZNF331
,,,,,,,SPRYD4_56468644,SPRYD4,,ZNF331-2,ZNF331
,,,,,,,SPRYD4_56469039,SPRYD4,,ZNF331-3,ZNF331
,,,,,,,SPRYD4_56469117,SPRYD4,,ZNF333-1,ZNF333
,,,,,,,SPRYD4_56469321,SPRYD4,,ZNF333-2,ZNF333
,,,,,,,SPRYD7_49927935,SPRYD7,,ZNF333-3,ZNF333
,,,,,,,SPRYD7_49928030,SPRYD7,,ZNF333-4,ZNF333
,,,,,,,SPRYD7_49931018,SPRYD7,,ZNF334-1,ZNF334
,,,,,,,SPRYD7_49936172,SPRYD7,,ZNF334-2,ZNF334
,,,,,,,SPR_72887542,SPR,,ZNF334-3,ZNF334
,,,,,,,SPR_72887731,SPR,,ZNF335-1,ZNF335
,,,,,,,SPR_72888377,SPR,,ZNF335-2,ZNF335
,,,,,,,SPR_72888467,SPR,,ZNF335-3,ZNF335
,,,,,,,SPSB1_9356029,SPSB1,,ZNF335-4,ZNF335
,,,,,,,SPSB1_9356152,SPSB1,,ZNF337-1,ZNF337
,,,,,,,SPSB1_9356199,SPSB1,,ZNF337-2,ZNF337
,,,,,,,SPSB1_9356288,SPSB1,,ZNF337-3,ZNF337
,,,,,,,SPSB2_6872451,SPSB2,,ZNF337-4,ZNF337
,,,,,,,SPSB2_6872544,SPSB2,,ZNF33A-1,ZNF33A
,,,,,,,SPSB2_6872592,SPSB2,,ZNF33A-2,ZNF33A
,,,,,,,SPSB2_6872762,SPSB2,,ZNF33B-1,ZNF33B
,,,,,,,SPSB3_1777949,SPSB3,,ZNF33B-2,ZNF33B
,,,,,,,SPSB3_1778136,SPSB3,,ZNF33B-3,ZNF33B
,,,,,,,SPSB3_1778231,SPSB3,,ZNF33B-4,ZNF33B
,,,,,,,SPSB3_1781383,SPSB3,,ZNF34-1,ZNF34
,,,,,,,SPSB4_141066277,SPSB4,,ZNF34-2,ZNF34
,,,,,,,SPSB4_141066443,SPSB4,,ZNF34-3,ZNF34
,,,,,,,SPSB4_141066521,SPSB4,,ZNF341-1,ZNF341
,,,,,,,SPSB4_141066572,SPSB4,,ZNF341-2,ZNF341
,,,,,,,SPTA1_158643334,SPTA1,,ZNF341-3,ZNF341
,,,,,,,SPTA1_158651432,SPTA1,,ZNF341-4,ZNF341
,,,,,,,SPTA1_158669713,SPTA1,,ZNF343-1,ZNF343
,,,,,,,SPTA1_158681545,SPTA1,,ZNF343-2,ZNF343
,,,,,,,SPTAN1_128583231,SPTAN1,,ZNF343-3,ZNF343
,,,,,,,SPTAN1_128584438,SPTAN1,,ZNF343-4,ZNF343
,,,,,,,SPTAN1_128591506,SPTAN1,,ZNF345-1,ZNF345
,,,,,,,SPTAN1_128607632,SPTAN1,,ZNF345-2,ZNF345
,,,,,,,SPTBN1_54621406,SPTBN1,,ZNF345-3,ZNF345
,,,,,,,SPTBN1_54625981,SPTBN1,,ZNF346-1,ZNF346
,,,,,,,SPTBN1_54629459,SPTBN1,,ZNF346-2,ZNF346
,,,,,,,SPTBN1_54631331,SPTBN1,,ZNF346-3,ZNF346
,,,,,,,SPTBN2_66699445,SPTBN2,,ZNF347-1,ZNF347
,,,,,,,SPTBN2_66701669,SPTBN2,,ZNF347-2,ZNF347
,,,,,,,SPTBN2_66708934,SPTBN2,,ZNF347-3,ZNF347
,,,,,,,SPTBN2_66714096,SPTBN2,,ZNF35-2,ZNF35
,,,,,,,SPTBN4_40503977,SPTBN4,,ZNF35-3,ZNF35
,,,,,,,SPTBN4_40513536,SPTBN4,,ZNF35-4,ZNF35
,,,,,,,SPTBN4_40549220,SPTBN4,,ZNF350-1,ZNF350
,,,,,,,SPTBN4_40554358,SPTBN4,,ZNF350-2,ZNF350
,,,,,,,SPTBN5_41867579,SPTBN5,,ZNF350-3,ZNF350
,,,,,,,SPTBN5_41870262,SPTBN5,,ZNF350-4,ZNF350
,,,,,,,SPTBN5_41880276,SPTBN5,,ZNF354A-1,ZNF354A
,,,,,,,SPTBN5_41882433,SPTBN5,,ZNF354A-2,ZNF354A
,,,,,,,SPTB_64784252,SPTB,,ZNF354A-3,ZNF354A
,,,,,,,SPTB_64787064,SPTB,,ZNF354B-1,ZNF354B
,,,,,,,SPTB_64793231,SPTB,,ZNF354B-2,ZNF354B
,,,,,,,SPTB_64801826,SPTB,,ZNF354B-3,ZNF354B
,,,,,,,SPTLC1_92047681,SPTLC1,,ZNF354B-4,ZNF354B
,,,,,,,SPTLC1_92055486,SPTLC1,,ZNF354C-1,ZNF354C
,,,,,,,SPTLC1_92067986,SPTLC1,,ZNF354C-2,ZNF354C
,,,,,,,SPTLC1_92080035,SPTLC1,,ZNF354C-3,ZNF354C
,,,,,,,SPTLC2_77570471,SPTLC2,,ZNF354C-4,ZNF354C
,,,,,,,SPTLC2_77579001,SPTLC2,,ZNF358-1,ZNF358
,,,,,,,SPTLC2_77597243,SPTLC2,,ZNF358-2,ZNF358
,,,,,,,SPTLC2_77597361,SPTLC2,,ZNF358-3,ZNF358
,,,,,,,SPTLC3_13048963,SPTLC3,,ZNF358-4,ZNF358
,,,,,,,SPTLC3_13072356,SPTLC3,,ZNF362-1,ZNF362
,,,,,,,SPTLC3_13074431,SPTLC3,,ZNF362-2,ZNF362
,,,,,,,SPTLC3_13091134,SPTLC3,,ZNF362-3,ZNF362
,,,,,,,SPTSSA_34435296,SPTSSA,,ZNF362-4,ZNF362
,,,,,,,SPTSSA_34462112,SPTSSA,,ZNF365-1,ZNF365
,,,,,,,SPTSSA_34462147,SPTSSA,,ZNF365-2,ZNF365
,,,,,,,SPTSSA_34462162,SPTSSA,,ZNF365-3,ZNF365
,,,,,,,SPTSSB_161346173,SPTSSB,,ZNF365-4,ZNF365
,,,,,,,SPTSSB_161346194,SPTSSB,,ZNF366-1,ZNF366
,,,,,,,SPTSSB_161346236,SPTSSB,,ZNF366-2,ZNF366
,,,,,,,SPTSSB_161346294,SPTSSB,,ZNF366-3,ZNF366
,,,,,,,SPTY2D1_18614998,SPTY2D1,,ZNF366-4,ZNF366
,,,,,,,SPTY2D1_18615103,SPTY2D1,,ZNF367-1,ZNF367
,,,,,,,SPTY2D1_18615876,SPTY2D1,,ZNF367-2,ZNF367
,,,,,,,SPTY2D1_18616016,SPTY2D1,,ZNF367-3,ZNF367
,,,,,,,SPX_21526911,SPX,,ZNF367-4,ZNF367
,,,,,,,SPX_21527139,SPX,,ZNF37A-1,ZNF37A
,,,,,,,SPX_21527168,SPX,,ZNF37A-2,ZNF37A
,,,,,,,SPX_21527778,SPX,,ZNF37A-3,ZNF37A
,,,,,,,SPZ1_80320308,SPZ1,,ZNF37A-4,ZNF37A
,,,,,,,SPZ1_80320743,SPZ1,,ZNF382-1,ZNF382
,,,,,,,SPZ1_80320892,SPZ1,,ZNF383-1,ZNF383
,,,,,,,SPZ1_80320967,SPZ1,,ZNF383-2,ZNF383
,,,,,,,SQLE_124999553,SQLE,,ZNF384-1,ZNF384
,,,,,,,SQLE_125003268,SQLE,,ZNF384-2,ZNF384
,,,,,,,SQLE_125005637,SQLE,,ZNF384-3,ZNF384
,,,,,,,SQLE_125007459,SQLE,,ZNF384-4,ZNF384
,,,,,,,SQRDL_45659024,SQRDL,,ZNF385A-1,ZNF385A
,,,,,,,SQRDL_45659155,SQRDL,,ZNF385A-2,ZNF385A
,,,,,,,SQRDL_45662030,SQRDL,,ZNF385A-3,ZNF385A
,,,,,,,SQRDL_45662121,SQRDL,,ZNF385A-4,ZNF385A
,,,,,,,SQSTM1_179823931,SQSTM1,,ZNF385B-1,ZNF385B
,,,,,,,SQSTM1_179824217,SQSTM1,,ZNF385B-2,ZNF385B
,,,,,,,SQSTM1_179824313,SQSTM1,,ZNF385B-3,ZNF385B
,,,,,,,SQSTM1_179833050,SQSTM1,,ZNF385D-1,ZNF385D
,,,,,,,SRA1_140551987,SRA1,,ZNF385D-2,ZNF385D
,,,,,,,SRA1_140552106,SRA1,,ZNF385D-3,ZNF385D
,,,,,,,SRA1_140552178,SRA1,,ZNF385D-4,ZNF385D
,,,,,,,SRA1_140557238,SRA1,,ZNF391-1,ZNF391
,,,,,,,SRBD1_45547562,SRBD1,,ZNF391-2,ZNF391
,,,,,,,SRBD1_45553718,SRBD1,,ZNF391-3,ZNF391
,,,,,,,SRBD1_45599528,SRBD1,,ZNF391-4,ZNF391
,,,,,,,SRBD1_45599716,SRBD1,,ZNF394-1,ZNF394
,,,,,,,SRCAP_30709975,SRCAP,,ZNF394-2,ZNF394
,,,,,,,SRCAP_30722589,SRCAP,,ZNF395-1,ZNF395
,,,,,,,SRCAP_30724043,SRCAP,,ZNF395-2,ZNF395
,,,,,,,SRCAP_30729227,SRCAP,,ZNF395-3,ZNF395
,,,,,,,SRCIN1_38558255,SRCIN1,,ZNF395-4,ZNF395
,,,,,,,SRCIN1_38559677,SRCIN1,,ZNF396-1,ZNF396
,,,,,,,SRCIN1_38561880,SRCIN1,,ZNF396-2,ZNF396
,,,,,,,SRCIN1_38563471,SRCIN1,,ZNF396-3,ZNF396
,,,,,,,SRC_37386149,SRC,,ZNF396-4,ZNF396
,,,,,,,SRC_37394238,SRC,,ZNF397-1,ZNF397
,,,,,,,SRC_37400133,SRC,,ZNF397-2,ZNF397
,,,,,,,SRC_37400290,SRC,,ZNF397-3,ZNF397
,,,,,,,SRD5A1_6633687,SRD5A1,,ZNF398-1,ZNF398
,,,,,,,SRD5A1_6633861,SRD5A1,,ZNF398-2,ZNF398
,,,,,,,SRD5A1_6651891,SRD5A1,,ZNF398-3,ZNF398
,,,,,,,SRD5A1_6651999,SRD5A1,,ZNF398-4,ZNF398
,,,,,,,SRD5A2_31533634,SRD5A2,,ZNF404-1,ZNF404
,,,,,,,SRD5A2_31533710,SRD5A2,,ZNF404-2,ZNF404
,,,,,,,SRD5A2_31580664,SRD5A2,,ZNF404-3,ZNF404
,,,,,,,SRD5A2_31580825,SRD5A2,,ZNF404-4,ZNF404
,,,,,,,SRD5A3_55346553,SRD5A3,,ZNF407-1,ZNF407
,,,,,,,SRD5A3_55359471,SRD5A3,,ZNF407-2,ZNF407
,,,,,,,SRD5A3_55364176,SRD5A3,,ZNF407-3,ZNF407
,,,,,,,SRD5A3_55364228,SRD5A3,,ZNF407-4,ZNF407
,,,,,,,SREBF1_17816458,SREBF1,,ZNF408-1,ZNF408
,,,,,,,SREBF1_17817002,SREBF1,,ZNF408-2,ZNF408
,,,,,,,SREBF1_17818353,SREBF1,,ZNF408-3,ZNF408
,,,,,,,SREBF1_17820106,SREBF1,,ZNF41-1,ZNF41
,,,,,,,SREBF2_41867020,SREBF2,,ZNF41-2,ZNF41
,,,,,,,SREBF2_41867250,SREBF2,,ZNF41-3,ZNF41
,,,,,,,SREBF2_41877402,SREBF2,,ZNF41-4,ZNF41
,,,,,,,SREBF2_41884866,SREBF2,,ZNF410-1,ZNF410
,,,,,,,SREK1IP1_64724551,SREK1IP1,,ZNF410-2,ZNF410
,,,,,,,SREK1IP1_64741078,SREK1IP1,,ZNF410-3,ZNF410
,,,,,,,SREK1IP1_64741173,SREK1IP1,,ZNF414-1,ZNF414
,,,,,,,SREK1IP1_64754326,SREK1IP1,,ZNF414-2,ZNF414
,,,,,,,SREK1_66153540,SREK1,,ZNF414-3,ZNF414
,,,,,,,SREK1_66162209,SREK1,,ZNF415-1,ZNF415
,,,,,,,SREK1_66162543,SREK1,,ZNF415-2,ZNF415
,,,,,,,SREK1_66170131,SREK1,,ZNF415-3,ZNF415
,,,,,,,SRFBP1_121975383,SRFBP1,,ZNF415-4,ZNF415
,,,,,,,SRFBP1_122020154,SRFBP1,,ZNF416-1,ZNF416
,,,,,,,SRFBP1_122020286,SRFBP1,,ZNF416-2,ZNF416
,,,,,,,SRFBP1_122020476,SRFBP1,,ZNF416-3,ZNF416
,,,,,,,SRF_43172119,SRF,,ZNF417-1,ZNF417
,,,,,,,SRF_43174015,SRF,,ZNF417-2,ZNF417
,,,,,,,SRF_43175724,SRF,,ZNF417|ZNF587-1,ZNF417|ZNF587
,,,,,,,SRF_43175844,SRF,,ZNF418-1,ZNF418
,,,,,,,SRGAP1_63990044,SRGAP1,,ZNF418-2,ZNF418
,,,,,,,SRGAP1_64042928,SRGAP1,,ZNF418-3,ZNF418
,,,,,,,SRGAP1_64065177,SRGAP1,,ZNF418-4,ZNF418
,,,,,,,SRGAP1_64087022,SRGAP1,,ZNF419-1,ZNF419
,,,,,,,SRGAP2B_144955468,SRGAP2B,,ZNF419-2,ZNF419
,,,,,,,SRGAP2B_144955552,SRGAP2B,,ZNF419-3,ZNF419
,,,,,,,SRGAP2B_144995027,SRGAP2B,,ZNF419-4,ZNF419
,,,,,,,SRGAP2B_144995119,SRGAP2B,,ZNF420-1,ZNF420
,,,,,,,SRGAP2C_121324537,SRGAP2C,,ZNF423-1,ZNF423
,,,,,,,SRGAP2C_121374077,SRGAP2C,,ZNF423-2,ZNF423
,,,,,,,SRGAP2C_121374839,SRGAP2C,,ZNF423-3,ZNF423
,,,,,,,SRGAP2C_121382727,SRGAP2C,,ZNF423-4,ZNF423
,,,,,,,SRGAP2_206393558,SRGAP2,,ZNF425-1,ZNF425
,,,,,,,SRGAP2_206430218,SRGAP2,,ZNF425-2,ZNF425
,,,,,,,SRGAP2_206438096,SRGAP2,,ZNF425-3,ZNF425
,,,,,,,SRGAP2_206446142,SRGAP2,,ZNF425-4,ZNF425
,,,,,,,SRGAP3_9013781,SRGAP3,,ZNF426-1,ZNF426
,,,,,,,SRGAP3_9026972,SRGAP3,,ZNF426-2,ZNF426
,,,,,,,SRGAP3_9053116,SRGAP3,,ZNF426-3,ZNF426
,,,,,,,SRGAP3_9058430,SRGAP3,,ZNF428-1,ZNF428
,,,,,,,SRGN_69088182,SRGN,,ZNF428-2,ZNF428
,,,,,,,SRGN_69097092,SRGN,,ZNF428-3,ZNF428
,,,,,,,SRGN_69097173,SRGN,,ZNF428-4,ZNF428
,,,,,,,SRGN_69097211,SRGN,,ZNF429-1,ZNF429
,,,,,,,SRI_88210004,SRI,,ZNF429-2,ZNF429
,,,,,,,SRI_88210123,SRI,,ZNF429-3,ZNF429
,,,,,,,SRI_88218889,SRI,,ZNF429-4,ZNF429
,,,,,,,SRI_88219981,SRI,,ZNF43-1,ZNF43
,,,,,,,SRL_4192687,SRL,,ZNF43-2,ZNF43
,,,,,,,SRL_4192788,SRL,,ZNF43-3,ZNF43
,,,,,,,SRL_4192942,SRL,,ZNF430-1,ZNF430
,,,,,,,SRL_4197869,SRL,,ZNF430-2,ZNF430
,,,,,,,SRMS_63542191,SRMS,,ZNF430-3,ZNF430
,,,,,,,SRMS_63542531,SRMS,,ZNF431-1,ZNF431
,,,,,,,SRMS_63544338,SRMS,,ZNF431-2,ZNF431
,,,,,,,SRMS_63547275,SRMS,,ZNF431-3,ZNF431
,,,,,,,SRM_11056609,SRM,,ZNF431-4,ZNF431
,,,,,,,SRM_11056685,SRM,,ZNF432-1,ZNF432
,,,,,,,SRM_11058805,SRM,,ZNF432-2,ZNF432
,,,,,,,SRM_11059302,SRM,,ZNF433-1,ZNF433
,,,,,,,SRP14_40036484,SRP14,,ZNF433-2,ZNF433
,,,,,,,SRP14_40038305,SRP14,,ZNF433-3,ZNF433
,,,,,,,SRP14_40038359,SRP14,,ZNF433-4,ZNF433
,,,,,,,SRP14_40038908,SRP14,,ZNF436-1,ZNF436
,,,,,,,SRP19_112861411,SRP19,,ZNF436-2,ZNF436
,,,,,,,SRP19_112862577,SRP19,,ZNF436-3,ZNF436
,,,,,,,SRP19_112864676,SRP19,,ZNF436-4,ZNF436
,,,,,,,SRP19_112864699,SRP19,,ZNF438-1,ZNF438
,,,,,,,SRP54_34999595,SRP54,,ZNF438-2,ZNF438
,,,,,,,SRP54_35007318,SRP54,,ZNF438-3,ZNF438
,,,,,,,SRP54_35011531,SRP54,,ZNF438-4,ZNF438
,,,,,,,SRP54_35013383,SRP54,,ZNF44-1,ZNF44
,,,,,,,SRP68_76050429,SRP68,,ZNF44-2,ZNF44
,,,,,,,SRP68_76057498,SRP68,,ZNF44-3,ZNF44
,,,,,,,SRP68_76061158,SRP68,,ZNF440-1,ZNF440
