Essential,NonEssential,NonTargeting,BrunelloKinome,GuideID,GeneSymbol,BrunelloFullGenome,GuideID,GeneSymbol,AvanaFullGenome,GuideID,GeneSymbol
,,,,,,,SRP68_76064008,SRP68,,ZNF440-2,ZNF440
,,,,,,,SRP72_56474345,SRP72,,ZNF440-3,ZNF440
,,,,,,,SRP72_56478461,SRP72,,ZNF441-1,ZNF441
,,,,,,,SRP72_56483269,SRP72,,ZNF441-2,ZNF441
,,,,,,,SRP72_56488004,SRP72,,ZNF441-3,ZNF441
,,,,,,,SRP9_225777957,SRP9,,ZNF441-4,ZNF441
,,,,,,,SRP9_225777979,SRP9,,ZNF442-1,ZNF442
,,,,,,,SRP9_225778009,SRP9,,ZNF442-2,ZNF442
,,,,,,,SRP9_225783318,SRP9,,ZNF443-1,ZNF443
,,,,,,,SRPK1_35869853,SRPK1,,ZNF443-2,ZNF443
,,,,,,,SRPK1_35872630,SRPK1,,ZNF443-3,ZNF443
,,,,,,,SRPK1_35874275,SRPK1,,ZNF443-4,ZNF443
,,,,,,,SRPK1_35888872,SRPK1,,ZNF444-1,ZNF444
,,,,,,,SRPK2_105143150,SRPK2,,ZNF444-2,ZNF444
,,,,,,,SRPK2_105160538,SRPK2,,ZNF444-3,ZNF444
,,,,,,,SRPK2_105167428,SRPK2,,ZNF444-4,ZNF444
,,,,,,,SRPK2_105169228,SRPK2,,ZNF445-1,ZNF445
,,,,,,,SRPK3_153781543,SRPK3,,ZNF445-2,ZNF445
,,,,,,,SRPK3_153782870,SRPK3,,ZNF445-3,ZNF445
,,,,,,,SRPK3_153783993,SRPK3,,ZNF446-1,ZNF446
,,,,,,,SRPK3_153784167,SRPK3,,ZNF446-2,ZNF446
,,,,,,,SRPRB_133805924,SRPRB,,ZNF446-3,ZNF446
,,,,,,,SRPRB_133806632,SRPRB,,ZNF446-4,ZNF446
,,,,,,,SRPRB_133811136,SRPRB,,ZNF449-1,ZNF449
,,,,,,,SRPRB_133815671,SRPRB,,ZNF449-2,ZNF449
,,,,,,,SRPR_126265379,SRPR,,ZNF45-1,ZNF45
,,,,,,,SRPR_126266031,SRPR,,ZNF45-2,ZNF45
,,,,,,,SRPR_126266508,SRPR,,ZNF45-3,ZNF45
,,,,,,,SRPR_126267235,SRPR,,ZNF45-4,ZNF45
,,,,,,,SRPX2_100662184,SRPX2,,ZNF451-1,ZNF451
,,,,,,,SRPX2_100664790,SRPX2,,ZNF451-2,ZNF451
,,,,,,,SRPX2_100665334,SRPX2,,ZNF454-1,ZNF454
,,,,,,,SRPX2_100666867,SRPX2,,ZNF454-2,ZNF454
,,,,,,,SRPX_38160190,SRPX,,ZNF454-3,ZNF454
,,,,,,,SRPX_38171992,SRPX,,ZNF460-1,ZNF460
,,,,,,,SRPX_38174188,SRPX,,ZNF460-2,ZNF460
,,,,,,,SRPX_38174304,SRPX,,ZNF460-3,ZNF460
,,,,,,,SRRD_26484064,SRRD,,ZNF461-1,ZNF461
,,,,,,,SRRD_26488128,SRRD,,ZNF461-2,ZNF461
,,,,,,,SRRD_26488233,SRRD,,ZNF461-3,ZNF461
,,,,,,,SRRD_26490063,SRRD,,ZNF461-4,ZNF461
,,,,,,,SRRM1_24648971,SRRM1,,ZNF462-1,ZNF462
,,,,,,,SRRM1_24651435,SRRM1,,ZNF462-2,ZNF462
,,,,,,,SRRM1_24654970,SRRM1,,ZNF462-3,ZNF462
,,,,,,,SRRM1_24666921,SRRM1,,ZNF462-4,ZNF462
,,,,,,,SRRM2_2759657,SRRM2,,ZNF467-1,ZNF467
,,,,,,,SRRM2_2763373,SRRM2,,ZNF467-2,ZNF467
,,,,,,,SRRM2_2764222,SRRM2,,ZNF467-3,ZNF467
,,,,,,,SRRM2_2765889,SRRM2,,ZNF468-1,ZNF468
,,,,,,,SRRM3_76260029,SRRM3,,ZNF468-2,ZNF468
,,,,,,,SRRM3_76265445,SRRM3,,ZNF469-1,ZNF469
,,,,,,,SRRM3_76267433,SRRM3,,ZNF469-2,ZNF469
,,,,,,,SRRM3_76281557,SRRM3,,ZNF469-3,ZNF469
,,,,,,,SRRM4_119125400,SRRM4,,ZNF469-4,ZNF469
,,,,,,,SRRM4_119145442,SRRM4,,ZNF470-1,ZNF470
,,,,,,,SRRM4_119145578,SRRM4,,ZNF470-2,ZNF470
,,,,,,,SRRM4_119151052,SRRM4,,ZNF470-3,ZNF470
,,,,,,,SRRM5_43612379,SRRM5,,ZNF470-4,ZNF470
,,,,,,,SRRM5_43612718,SRRM5,,ZNF471-1,ZNF471
,,,,,,,SRRM5_43612875,SRRM5,,ZNF471-2,ZNF471
,,,,,,,SRRM5_43613056,SRRM5,,ZNF471-3,ZNF471
,,,,,,,SRRT_100881686,SRRT,,ZNF471-4,ZNF471
,,,,,,,SRRT_100884071,SRRT,,ZNF473-1,ZNF473
,,,,,,,SRRT_100884521,SRRT,,ZNF473-2,ZNF473
,,,,,,,SRRT_100884949,SRRT,,ZNF473-3,ZNF473
,,,,,,,SRR_2317895,SRR,,ZNF473-4,ZNF473
,,,,,,,SRR_2318837,SRR,,ZNF474-1,ZNF474
,,,,,,,SRR_2318895,SRR,,ZNF474-2,ZNF474
,,,,,,,SRR_2321367,SRR,,ZNF474-3,ZNF474
,,,,,,,SRSF10_23971912,SRSF10,,ZNF479-1,ZNF479
,,,,,,,SRSF10_23974986,SRSF10,,ZNF479-2,ZNF479
,,,,,,,SRSF10_23978734,SRSF10,,ZNF479-3,ZNF479
,,,,,,,SRSF10_23980192,SRSF10,,ZNF479-4,ZNF479
,,,,,,,SRSF11_70221747,SRSF11,,ZNF48-1,ZNF48
,,,,,,,SRSF11_70221837,SRSF11,,ZNF48-2,ZNF48
,,,,,,,SRSF11_70239486,SRSF11,,ZNF48-3,ZNF48
,,,,,,,SRSF11_70244730,SRSF11,,ZNF48-4,ZNF48
,,,,,,,SRSF12_89098890,SRSF12,,ZNF480-1,ZNF480
,,,,,,,SRSF12_89098941,SRSF12,,ZNF480-2,ZNF480
,,,,,,,SRSF12_89107175,SRSF12,,ZNF480-3,ZNF480
,,,,,,,SRSF12_89117839,SRSF12,,ZNF483-1,ZNF483
,,,,,,,SRSF1_58006374,SRSF1,,ZNF483-2,ZNF483
,,,,,,,SRSF1_58006486,SRSF1,,ZNF483-3,ZNF483
,,,,,,,SRSF1_58006963,SRSF1,,ZNF483-4,ZNF483
,,,,,,,SRSF1_58007053,SRSF1,,ZNF484-1,ZNF484
,,,,,,,SRSF2_76736402,SRSF2,,ZNF484-2,ZNF484
,,,,,,,SRSF2_76736983,SRSF2,,ZNF484-3,ZNF484
,,,,,,,SRSF2_76737074,SRSF2,,ZNF485-1,ZNF485
,,,,,,,SRSF2_76737112,SRSF2,,ZNF485-2,ZNF485
,,,,,,,SRSF3_36596871,SRSF3,,ZNF485-3,ZNF485
,,,,,,,SRSF3_36596897,SRSF3,,ZNF486-1,ZNF486
,,,,,,,SRSF3_36598872,SRSF3,,ZNF486-2,ZNF486
,,,,,,,SRSF3_36598945,SRSF3,,ZNF486-3,ZNF486
,,,,,,,SRSF4_29154731,SRSF4,,ZNF488-1,ZNF488
,,,,,,,SRSF4_29154851,SRSF4,,ZNF488-2,ZNF488
,,,,,,,SRSF4_29159437,SRSF4,,ZNF488-3,ZNF488
,,,,,,,SRSF4_29160416,SRSF4,,ZNF488-4,ZNF488
,,,,,,,SRSF5_69768200,SRSF5,,ZNF490-1,ZNF490
,,,,,,,SRSF5_69768892,SRSF5,,ZNF490-2,ZNF490
,,,,,,,SRSF5_69770491,SRSF5,,ZNF490-3,ZNF490
,,,,,,,SRSF5_69770536,SRSF5,,ZNF491-1,ZNF491
,,,,,,,SRSF6_43458362,SRSF6,,ZNF491-2,ZNF491
,,,,,,,SRSF6_43458423,SRSF6,,ZNF491-3,ZNF491
,,,,,,,SRSF6_43460064,SRSF6,,ZNF491-4,ZNF491
,,,,,,,SRSF6_43460594,SRSF6,,ZNF492-1,ZNF492
,,,,,,,SRSF7_38749592,SRSF7,,ZNF492-2,ZNF492
,,,,,,,SRSF7_38749654,SRSF7,,ZNF492-3,ZNF492
,,,,,,,SRSF7_38750069,SRSF7,,ZNF493-1,ZNF493
,,,,,,,SRSF7_38750173,SRSF7,,ZNF493-2,ZNF493
,,,,,,,SRSF9_120464072,SRSF9,,ZNF493-3,ZNF493
,,,,,,,SRSF9_120465707,SRSF9,,ZNF493-4,ZNF493
,,,,,,,SRSF9_120469441,SRSF9,,ZNF493|ZNF85-1,ZNF493|ZNF85
,,,,,,,SRSF9_120469559,SRSF9,,ZNF496-1,ZNF496
,,,,,,,SRXN1_648894,SRXN1,,ZNF496-2,ZNF496
,,,,,,,SRXN1_653021,SRXN1,,ZNF496-3,ZNF496
,,,,,,,SRXN1_653048,SRXN1,,ZNF497-1,ZNF497
,,,,,,,SRXN1_653073,SRXN1,,ZNF497-2,ZNF497
,,,,,,,SRY_2787207,SRY,,ZNF497-3,ZNF497
,,,,,,,SRY_2787316,SRY,,ZNF500-1,ZNF500
,,,,,,,SRY_2787400,SRY,,ZNF500-2,ZNF500
,,,,,,,SRY_2787523,SRY,,ZNF500-3,ZNF500
,,,,,,,SS18L1_62158722,SS18L1,,ZNF500-4,ZNF500
,,,,,,,SS18L1_62161456,SS18L1,,ZNF501-1,ZNF501
,,,,,,,SS18L1_62162898,SS18L1,,ZNF501-2,ZNF501
,,,,,,,SS18L1_62163488,SS18L1,,ZNF501-3,ZNF501
,,,,,,,SS18L2_42590914,SS18L2,,ZNF501-4,ZNF501
,,,,,,,SS18L2_42590927,SS18L2,,ZNF502-1,ZNF502
,,,,,,,SS18L2_42591557,SS18L2,,ZNF502-2,ZNF502
,,,,,,,SS18L2_42591581,SS18L2,,ZNF502-3,ZNF502
,,,,,,,SS18_26039408,SS18,,ZNF502-4,ZNF502
,,,,,,,SS18_26052686,SS18,,ZNF503-1,ZNF503
,,,,,,,SS18_26052827,SS18,,ZNF503-2,ZNF503
,,,,,,,SS18_26057677,SS18,,ZNF503-3,ZNF503
,,,,,,,SSBP1_141743581,SSBP1,,ZNF503-4,ZNF503
,,,,,,,SSBP1_141743612,SSBP1,,ZNF506-1,ZNF506
,,,,,,,SSBP1_141743675,SSBP1,,ZNF506-2,ZNF506
,,,,,,,SSBP1_141743948,SSBP1,,ZNF506|ZNF626-1,ZNF506|ZNF626
,,,,,,,SSBP2_81467014,SSBP2,,ZNF507-1,ZNF507
,,,,,,,SSBP2_81473758,SSBP2,,ZNF507-2,ZNF507
,,,,,,,SSBP2_81489267,SSBP2,,ZNF507-3,ZNF507
,,,,,,,SSBP2_81636594,SSBP2,,ZNF507-4,ZNF507
,,,,,,,SSBP3_54243292,SSBP3,,ZNF510-1,ZNF510
,,,,,,,SSBP3_54258075,SSBP3,,ZNF510-2,ZNF510
,,,,,,,SSBP3_54281447,SSBP3,,ZNF510-3,ZNF510
,,,,,,,SSBP3_54404898,SSBP3,,ZNF510-4,ZNF510
,,,,,,,SSBP4_18427792,SSBP4,,ZNF511-1,ZNF511
,,,,,,,SSBP4_18430867,SSBP4,,ZNF511-2,ZNF511
,,,,,,,SSBP4_18431413,SSBP4,,ZNF511-3,ZNF511
,,,,,,,SSBP4_18432048,SSBP4,,ZNF511-4,ZNF511
,,,,,,,SSB_169805498,SSB,,ZNF512-1,ZNF512
,,,,,,,SSB_169806824,SSB,,ZNF512-2,ZNF512
,,,,,,,SSB_169807027,SSB,,ZNF512-3,ZNF512
,,,,,,,SSB_169810408,SSB,,ZNF512-4,ZNF512
,,,,,,,SSC4D_76393668,SSC4D,,ZNF512B-2,ZNF512B
,,,,,,,SSC4D_76395254,SSC4D,,ZNF512B-3,ZNF512B
,,,,,,,SSC4D_76397769,SSC4D,,ZNF512B-4,ZNF512B
,,,,,,,SSC4D_76400481,SSC4D,,ZNF513-1,ZNF513
,,,,,,,SSC5D_55490966,SSC5D,,ZNF513-2,ZNF513
,,,,,,,SSC5D_55493886,SSC5D,,ZNF513-3,ZNF513
,,,,,,,SSC5D_55500164,SSC5D,,ZNF513-4,ZNF513
,,,,,,,SSC5D_55513041,SSC5D,,ZNF514-1,ZNF514
,,,,,,,SSFA2_181901909,SSFA2,,ZNF514-2,ZNF514
,,,,,,,SSFA2_181913882,SSFA2,,ZNF514-3,ZNF514
,,,,,,,SSFA2_181915684,SSFA2,,ZNF517-1,ZNF517
,,,,,,,SSFA2_181915901,SSFA2,,ZNF517-2,ZNF517
,,,,,,,SSH1_108792291,SSH1,,ZNF517-3,ZNF517
,,,,,,,SSH1_108792697,SSH1,,ZNF517-4,ZNF517
,,,,,,,SSH1_108799052,SSH1,,ZNF518B-1,ZNF518B
,,,,,,,SSH1_108800813,SSH1,,ZNF518B-2,ZNF518B
,,,,,,,SSH2_29632436,SSH2,,ZNF518B-3,ZNF518B
,,,,,,,SSH2_29636372,SSH2,,ZNF518B-4,ZNF518B
,,,,,,,SSH2_29648283,SSH2,,ZNF519-1,ZNF519
,,,,,,,SSH2_29672073,SSH2,,ZNF519-2,ZNF519
,,,,,,,SSH3_67304151,SSH3,,ZNF519-3,ZNF519
,,,,,,,SSH3_67307557,SSH3,,ZNF519-4,ZNF519
,,,,,,,SSH3_67307678,SSH3,,ZNF521-1,ZNF521
,,,,,,,SSH3_67309414,SSH3,,ZNF521-2,ZNF521
,,,,,,,SSMEM1_130208012,SSMEM1,,ZNF521-3,ZNF521
,,,,,,,SSMEM1_130216082,SSMEM1,,ZNF524-1,ZNF524
,,,,,,,SSMEM1_130216120,SSMEM1,,ZNF524-2,ZNF524
,,,,,,,SSMEM1_130216175,SSMEM1,,ZNF524-3,ZNF524
,,,,,,,SSNA1_137188767,SSNA1,,ZNF526-1,ZNF526
,,,,,,,SSNA1_137189114,SSNA1,,ZNF526-2,ZNF526
,,,,,,,SSNA1_137189216,SSNA1,,ZNF526-3,ZNF526
,,,,,,,SSNA1_137189237,SSNA1,,ZNF526-4,ZNF526
,,,,,,,SSPN_26195740,SSPN,,ZNF527-1,ZNF527
,,,,,,,SSPN_26195914,SSPN,,ZNF527-2,ZNF527
,,,,,,,SSPN_26224350,SSPN,,ZNF527-3,ZNF527
,,,,,,,SSPN_26230782,SSPN,,ZNF527-4,ZNF527
,,,,,,,SSPO_149790302,SSPO,,ZNF528-1,ZNF528
,,,,,,,SSPO_149796675,SSPO,,ZNF528-2,ZNF528
,,,,,,,SSPO_149805965,SSPO,,ZNF529-1,ZNF529
,,,,,,,SSPO_149809476,SSPO,,ZNF529-2,ZNF529
,,,,,,,SSR1_7301361,SSR1,,ZNF529-3,ZNF529
,,,,,,,SSR1_7303584,SSR1,,ZNF530-1,ZNF530
,,,,,,,SSR1_7309923,SSR1,,ZNF530-2,ZNF530
,,,,,,,SSR1_7313056,SSR1,,ZNF530-3,ZNF530
,,,,,,,SSR2_156015002,SSR2,,ZNF530-4,ZNF530
,,,,,,,SSR2_156018358,SSR2,,ZNF532-1,ZNF532
,,,,,,,SSR2_156020065,SSR2,,ZNF532-2,ZNF532
,,,,,,,SSR2_156020119,SSR2,,ZNF532-3,ZNF532
,,,,,,,SSR3_156548924,SSR3,,ZNF532-4,ZNF532
,,,,,,,SSR3_156553713,SSR3,,ZNF534-1,ZNF534
,,,,,,,SSR3_156555022,SSR3,,ZNF534-2,ZNF534
,,,,,,,SSR3_156555056,SSR3,,ZNF534-3,ZNF534
,,,,,,,SSR4_153796503,SSR4,,ZNF534-4,ZNF534
,,,,,,,SSR4_153797478,SSR4,,ZNF536-1,ZNF536
,,,,,,,SSR4_153797505,SSR4,,ZNF536-2,ZNF536
,,,,,,,SSR4_153797786,SSR4,,ZNF540-1,ZNF540
,,,,,,,SSRP1_57330871,SSRP1,,ZNF540-2,ZNF540
,,,,,,,SSRP1_57331762,SSRP1,,ZNF540-3,ZNF540
,,,,,,,SSRP1_57332760,SSRP1,,ZNF540-4,ZNF540
,,,,,,,SSRP1_57333097,SSRP1,,ZNF541-1,ZNF541
,,,,,,,SSSCA1_65570713,SSSCA1,,ZNF541-2,ZNF541
,,,,,,,SSSCA1_65570923,SSSCA1,,ZNF541-3,ZNF541
,,,,,,,SSSCA1_65570966,SSSCA1,,ZNF541-4,ZNF541
,,,,,,,SSSCA1_65571508,SSSCA1,,ZNF543-1,ZNF543
,,,,,,,SSTR1_38209545,SSTR1,,ZNF543-2,ZNF543
,,,,,,,SSTR1_38209923,SSTR1,,ZNF543-3,ZNF543
,,,,,,,SSTR1_38209982,SSTR1,,ZNF544-1,ZNF544
,,,,,,,SSTR1_38210144,SSTR1,,ZNF544-2,ZNF544
,,,,,,,SSTR2_73169532,SSTR2,,ZNF544-3,ZNF544
,,,,,,,SSTR2_73169747,SSTR2,,ZNF544-4,ZNF544
,,,,,,,SSTR2_73169851,SSTR2,,ZNF546-1,ZNF546
,,,,,,,SSTR2_73170035,SSTR2,,ZNF546-2,ZNF546
,,,,,,,SSTR3_37207017,SSTR3,,ZNF546-3,ZNF546
,,,,,,,SSTR3_37207246,SSTR3,,ZNF546-4,ZNF546
,,,,,,,SSTR3_37207471,SSTR3,,ZNF547-1,ZNF547
,,,,,,,SSTR3_37207574,SSTR3,,ZNF547-2,ZNF547
,,,,,,,SSTR4_23035790,SSTR4,,ZNF548-1,ZNF548
,,,,,,,SSTR4_23035929,SSTR4,,ZNF548-2,ZNF548
,,,,,,,SSTR4_23036056,SSTR4,,ZNF548-3,ZNF548
,,,,,,,SSTR4_23036166,SSTR4,,ZNF548-4,ZNF548
,,,,,,,SSTR5_1078951,SSTR5,,ZNF549-1,ZNF549
,,,,,,,SSTR5_1079092,SSTR5,,ZNF549-2,ZNF549
,,,,,,,SSTR5_1079164,SSTR5,,ZNF549-3,ZNF549
,,,,,,,SSTR5_1079391,SSTR5,,ZNF549-4,ZNF549
,,,,,,,SST_187669232,SST,,ZNF550-1,ZNF550
,,,,,,,SST_187670166,SST,,ZNF550-2,ZNF550
,,,,,,,SST_187670194,SST,,ZNF550-3,ZNF550
,,,,,,,SST_187670246,SST,,ZNF551-1,ZNF551
,,,,,,,SSU72_1544898,SSU72,,ZNF551-2,ZNF551
,,,,,,,SSU72_1544951,SSU72,,ZNF551-3,ZNF551
,,,,,,,SSU72_1564886,SSU72,,ZNF551-4,ZNF551
,,,,,,,SSU72_1574478,SSU72,,ZNF552-1,ZNF552
,,,,,,,SSUH2_8626241,SSUH2,,ZNF552-2,ZNF552
,,,,,,,SSUH2_8629689,SSUH2,,ZNF552-3,ZNF552
,,,,,,,SSUH2_8630820,SSUH2,,ZNF552-4,ZNF552
,,,,,,,SSUH2_8632074,SSUH2,,ZNF554-1,ZNF554
,,,,,,,SSX1_48257753,SSX1,,ZNF554-2,ZNF554
,,,,,,,SSX1_48257801,SSX1,,ZNF554-3,ZNF554
,,,,,,,SSX1_48258624,SSX1,,ZNF554-4,ZNF554
,,,,,,,SSX1_48261811,SSX1,,ZNF555-1,ZNF555
,,,,,,,SSX2B_52752745,SSX2B,,ZNF555-2,ZNF555
,,,,,,,SSX2B_52753891,SSX2B,,ZNF555-3,ZNF555
,,,,,,,SSX2B_52755845,SSX2B,,ZNF556-1,ZNF556
,,,,,,,SSX2B_52757891,SSX2B,,ZNF556-2,ZNF556
,,,,,,,SSX2IP_84658323,SSX2IP,,ZNF556-3,ZNF556
,,,,,,,SSX2IP_84664468,SSX2IP,,ZNF556-4,ZNF556
,,,,,,,SSX2IP_84669752,SSX2IP,,ZNF557-1,ZNF557
,,,,,,,SSX2IP_84669853,SSX2IP,,ZNF557-2,ZNF557
,,,,,,,SSX2_52702583,SSX2,,ZNF557-3,ZNF557
,,,,,,,SSX2_52704541,SSX2,,ZNF557-4,ZNF557
,,,,,,,SSX2_52704574,SSX2,,ZNF558-1,ZNF558
,,,,,,,SSX2_52705713,SSX2,,ZNF558-2,ZNF558
,,,,,,,SSX3_48354042,SSX3,,ZNF558-3,ZNF558
,,,,,,,SSX3_48354076,SSX3,,ZNF558-4,ZNF558
,,,,,,,SSX3_48354692,SSX3,,ZNF559-1,ZNF559
,,,,,,,SSX3_48355181,SSX3,,ZNF559-2,ZNF559
,,,,,,,SSX4B_48409983,SSX4B,,ZNF559-ZNF177-1,ZNF559-ZNF177
,,,,,,,SSX4B_48410016,SSX4B,,ZNF559-ZNF177-2,ZNF559-ZNF177
,,,,,,,SSX4B_48410048,SSX4B,,ZNF559-ZNF177-3,ZNF559-ZNF177
,,,,,,,SSX4B_48411304,SSX4B,,ZNF560-1,ZNF560
,,,,,,,SSX4_48384118,SSX4,,ZNF560-2,ZNF560
,,,,,,,SSX4_48384655,SSX4,,ZNF560-3,ZNF560
,,,,,,,SSX4_48385435,SSX4,,ZNF560-4,ZNF560
,,,,,,,SSX4_48387345,SSX4,,ZNF561-1,ZNF561
,,,,,,,SSX5_48194172,SSX5,,ZNF561-2,ZNF561
,,,,,,,SSX5_48195029,SSX5,,ZNF561-3,ZNF561
,,,,,,,SSX5_48195101,SSX5,,ZNF561-4,ZNF561
,,,,,,,SSX5_48195323,SSX5,,ZNF561-AS1-1,ZNF561-AS1
,,,,,,,SSX7_52652265,SSX7,,ZNF561-AS1-2,ZNF561-AS1
,,,,,,,SSX7_52652312,SSX7,,ZNF561-AS1-3,ZNF561-AS1
,,,,,,,SSX7_52653404,SSX7,,ZNF562-1,ZNF562
,,,,,,,SSX7_52653437,SSX7,,ZNF562-2,ZNF562
,,,,,,,ST13_40835565,ST13,,ZNF562-3,ZNF562
,,,,,,,ST13_40844844,ST13,,ZNF562-4,ZNF562
,,,,,,,ST13_40848294,ST13,,ZNF563-1,ZNF563
,,,,,,,ST13_40850878,ST13,,ZNF563-2,ZNF563
,,,,,,,ST14_130190485,ST14,,ZNF563-3,ZNF563
,,,,,,,ST14_130194234,ST14,,ZNF563-4,ZNF563
,,,,,,,ST14_130194733,ST14,,ZNF564-1,ZNF564
,,,,,,,ST14_130197869,ST14,,ZNF564-2,ZNF564
,,,,,,,ST18_52149797,ST18,,ZNF564-3,ZNF564
,,,,,,,ST18_52159026,ST18,,ZNF564-4,ZNF564
,,,,,,,ST18_52171824,ST18,,ZNF565-1,ZNF565
,,,,,,,ST18_52180127,ST18,,ZNF565-2,ZNF565
,,,,,,,ST20-MTHFS_79845409,ST20-MTHFS,,ZNF565-3,ZNF565
,,,,,,,ST20-MTHFS_79889114,ST20-MTHFS,,ZNF565-4,ZNF565
,,,,,,,ST20-MTHFS_79889207,ST20-MTHFS,,ZNF566-1,ZNF566
,,,,,,,ST20-MTHFS_79907643,ST20-MTHFS,,ZNF566-2,ZNF566
,,,,,,,ST20_79899014,ST20,,ZNF566-3,ZNF566
,,,,,,,ST20_79899030,ST20,,ZNF567-1,ZNF567
,,,,,,,ST20_79899094,ST20,,ZNF567-2,ZNF567
,,,,,,,ST20_79907634,ST20,,ZNF567-3,ZNF567
,,,,,,,ST3GAL1_133464819,ST3GAL1,,ZNF567-4,ZNF567
,,,,,,,ST3GAL1_133466033,ST3GAL1,,ZNF568-1,ZNF568
,,,,,,,ST3GAL1_133475731,ST3GAL1,,ZNF568-2,ZNF568
,,,,,,,ST3GAL1_133475934,ST3GAL1,,ZNF569-1,ZNF569
,,,,,,,ST3GAL2_70394987,ST3GAL2,,ZNF569-2,ZNF569
,,,,,,,ST3GAL2_70395142,ST3GAL2,,ZNF569-3,ZNF569
,,,,,,,ST3GAL2_70398218,ST3GAL2,,ZNF569-4,ZNF569
,,,,,,,ST3GAL2_70398284,ST3GAL2,,ZNF57-1,ZNF57
,,,,,,,ST3GAL3_43736363,ST3GAL3,,ZNF57-2,ZNF57
,,,,,,,ST3GAL3_43894405,ST3GAL3,,ZNF57-3,ZNF57
,,,,,,,ST3GAL3_43899577,ST3GAL3,,ZNF57-4,ZNF57
,,,,,,,ST3GAL3_43899714,ST3GAL3,,ZNF570-1,ZNF570
,,,,,,,ST3GAL4_126407590,ST3GAL4,,ZNF570-2,ZNF570
,,,,,,,ST3GAL4_126408114,ST3GAL4,,ZNF571-1,ZNF571
,,,,,,,ST3GAL4_126408182,ST3GAL4,,ZNF571-2,ZNF571
,,,,,,,ST3GAL4_126408484,ST3GAL4,,ZNF571-3,ZNF571
,,,,,,,ST3GAL5_85846476,ST3GAL5,,ZNF572-1,ZNF572
,,,,,,,ST3GAL5_85847900,ST3GAL5,,ZNF572-2,ZNF572
,,,,,,,ST3GAL5_85848111,ST3GAL5,,ZNF572-3,ZNF572
,,,,,,,ST3GAL5_85861185,ST3GAL5,,ZNF573-1,ZNF573
,,,,,,,ST3GAL6_98772898,ST3GAL6,,ZNF573-2,ZNF573
,,,,,,,ST3GAL6_98784962,ST3GAL6,,ZNF573-3,ZNF573
,,,,,,,ST3GAL6_98788036,ST3GAL6,,ZNF573-4,ZNF573
,,,,,,,ST3GAL6_98788187,ST3GAL6,,ZNF574-1,ZNF574
,,,,,,,ST5_8712676,ST5,,ZNF574-2,ZNF574
,,,,,,,ST5_8715744,ST5,,ZNF574-3,ZNF574
,,,,,,,ST5_8730069,ST5,,ZNF575-1,ZNF575
,,,,,,,ST5_8730767,ST5,,ZNF575-2,ZNF575
,,,,,,,ST6GAL1_187042888,ST6GAL1,,ZNF575-3,ZNF575
,,,,,,,ST6GAL1_187043155,ST6GAL1,,ZNF575-4,ZNF575
,,,,,,,ST6GAL1_187043235,ST6GAL1,,ZNF576-1,ZNF576
,,,,,,,ST6GAL1_187072935,ST6GAL1,,ZNF576-2,ZNF576
,,,,,,,ST6GAL2_106834106,ST6GAL2,,ZNF576-3,ZNF576
,,,,,,,ST6GAL2_106843502,ST6GAL2,,ZNF576-4,ZNF576
,,,,,,,ST6GAL2_106843602,ST6GAL2,,ZNF577-1,ZNF577
,,,,,,,ST6GAL2_106843708,ST6GAL2,,ZNF577-2,ZNF577
,,,,,,,ST6GALNAC1_76626701,ST6GALNAC1,,ZNF578-1,ZNF578
,,,,,,,ST6GALNAC1_76629028,ST6GALNAC1,,ZNF578-2,ZNF578
,,,,,,,ST6GALNAC1_76629210,ST6GALNAC1,,ZNF578-3,ZNF578
,,,,,,,ST6GALNAC1_76629343,ST6GALNAC1,,ZNF579-1,ZNF579
,,,,,,,ST6GALNAC2_76570631,ST6GALNAC2,,ZNF579-2,ZNF579
,,,,,,,ST6GALNAC2_76572672,ST6GALNAC2,,ZNF579-3,ZNF579
,,,,,,,ST6GALNAC2_76573289,ST6GALNAC2,,ZNF579-4,ZNF579
,,,,,,,ST6GALNAC2_76574489,ST6GALNAC2,,ZNF580-1,ZNF580
,,,,,,,ST6GALNAC3_76313962,ST6GALNAC3,,ZNF580-2,ZNF580
,,,,,,,ST6GALNAC3_76412034,ST6GALNAC3,,ZNF580-3,ZNF580
,,,,,,,ST6GALNAC3_76412160,ST6GALNAC3,,ZNF580-4,ZNF580
,,,,,,,ST6GALNAC3_76412382,ST6GALNAC3,,ZNF581-1,ZNF581
,,,,,,,ST6GALNAC4_127912352,ST6GALNAC4,,ZNF581-2,ZNF581
,,,,,,,ST6GALNAC4_127912430,ST6GALNAC4,,ZNF581-3,ZNF581
,,,,,,,ST6GALNAC4_127912584,ST6GALNAC4,,ZNF581-4,ZNF581
,,,,,,,ST6GALNAC4_127912675,ST6GALNAC4,,ZNF582-1,ZNF582
,,,,,,,ST6GALNAC5_76868738,ST6GALNAC5,,ZNF582-2,ZNF582
,,,,,,,ST6GALNAC5_77044326,ST6GALNAC5,,ZNF582-3,ZNF582
,,,,,,,ST6GALNAC5_77044471,ST6GALNAC5,,ZNF582-4,ZNF582
,,,,,,,ST6GALNAC5_77044550,ST6GALNAC5,,ZNF583-1,ZNF583
,,,,,,,ST6GALNAC6_127890751,ST6GALNAC6,,ZNF583-2,ZNF583
,,,,,,,ST6GALNAC6_127890878,ST6GALNAC6,,ZNF583-3,ZNF583
