GeneSymbol,Type,TotalGuides,HitsDown,HitsUp,MinFoldChange,MedianFoldChange,MaxFoldChange,rhoDepleted,pvalueDepleted,fdrDepleted,rhoEnriched,pvalueEnriched,fdrEnriched
NIPBL,x,4,4,0,0.111,0.3065,0.428,1.4539407118080901e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPL27,p,4,4,0,0.16699999999999998,0.267,0.428,1.46913951493783e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS10,x,4,4,0,0.11599999999999999,0.166,0.455,1.48051901403202e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
PSMD2,x,4,4,0,0.107,0.313,0.429,1.4866551429174699e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
CDC7,x,4,4,0,0.27,0.284,0.429,1.4910584131893e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPL15,x,4,4,0,0.267,0.2855,0.429,1.50432692691179e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
USP17L26,x,4,4,0,0.31,0.3885,0.43,1.51768379885462e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
CTR9,p,4,4,0,0.159,0.2525,0.43,1.52439549143668e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
LRRC37A3,x,4,4,0,0.225,0.32,0.43,1.52888230368456e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
GPN2,x,4,4,0,0.27,0.3845,0.4320000000000001,1.56742128414095e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
ZNF626,x,4,4,0,0.154,0.1855,0.535,1.57809975234614e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
RSL24D1,x,4,4,0,0.213,0.2525,0.433,1.60202725823545e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
SUPT16H,x,4,4,0,0.159,0.253,0.434,1.63720312438802e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
DCAF7,x,4,4,0,0.253,0.3255,0.436,1.6850015379657801e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
BUB1B,p,4,4,0,0.20800000000000002,0.23,0.436,1.69468542993368e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
POLR2A,p,4,4,0,0.096,0.2385,0.436,1.7141783761663799e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
SPC24,p,4,4,0,0.17800000000000002,0.3015,0.436,1.7264465568146e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS27,x,4,4,0,0.131,0.23600000000000002,0.4370000000000001,1.7437324952641101e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
TRAPPC11,x,4,4,0,0.23199999999999998,0.3525,0.43799999999999994,1.7636464404867401e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
CRNKL1,p,4,4,0,0.145,0.2965,0.43799999999999994,1.76614762277861e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
RANGAP1,p,4,4,0,0.113,0.2325,0.439,1.7862529785158696e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
LUC7L3,p,4,4,0,0.23399999999999999,0.305,0.44,1.82697816564959e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
EIF3B,p,4,4,0,0.223,0.3635,0.44,1.8398464249167092e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
SF3B3,p,4,4,0,0.09300000000000001,0.156,0.45899999999999996,1.84866539577125e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPL37A,p,4,4,0,0.34,0.395,0.441,1.8579760434354e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
IKZF3,x,4,4,0,0.35600000000000004,0.4015,0.441,1.88410751362724e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
CAD,x,4,4,0,0.268,0.374,0.442,1.89991811943088e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
NPIPB3,x,4,4,0,0.299,0.40399999999999997,0.442,1.92916242997558e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
PCNA,p,4,4,0,0.147,0.192,0.5920000000000001,1.95318601894012e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
SMARCA5,x,4,4,0,0.344,0.3855,0.446,2.02169154262545e-06,1e-05,0.0008168803418803419,1.0,1.0,1.0
