GeneSymbol,Type,TotalGuides,HitsDown,HitsUp,MinFoldChange,MedianFoldChange,MaxFoldChange,rhoDepleted,pvalueDepleted,fdrDepleted,rhoEnriched,pvalueEnriched,fdrEnriched
HIST1H2BE,x,4,4,0,0.343,0.546,0.78,0.0022609482822998,0.00785,0.10050418620227727,1.0,1.0,1.0
RUVBL2,p,4,3,0,0.05,0.3895,0.78,0.00226577235159866,0.007859999999999999,0.100564859437751,1.0,1.0,1.0
IER3,x,4,3,0,0.5710000000000001,0.705,0.78,0.00227006689018308,0.00787,0.10062545150501673,1.0,1.0,1.0
COPS3,p,4,2,0,0.285,0.652,0.78,0.0022851458664109197,0.007940000000000001,0.10145260695187168,1.0,1.0,1.0
USF2,x,4,2,0,0.499,0.652,0.7809999999999999,0.00229433753319956,0.00795,0.10150460306871248,1.0,1.0,1.0
DYNC1H1,x,4,3,0,0.096,0.3765,1.13,0.0022976143641867397,0.00796,0.10150460306871248,0.8078815867314141,0.80405,1.0
NAA25,x,4,3,0,0.121,0.355,0.8440000000000001,0.0022986382896602107,0.00796,0.10150460306871248,1.0,1.0,1.0
CFAP410,x,4,4,0,0.406,0.5375,0.7809999999999999,0.00229921492090304,0.00798,0.10169179999999998,1.0,1.0,1.0
SCFD1,x,4,3,0,0.221,0.469,1.192,0.0023099210650704,0.00801,0.10199753825681972,0.7049220673121579,0.73298,1.0
NOC4L,p,4,3,0,0.414,0.473,0.933,0.00231711973292827,0.008020000000000001,0.10199753825681972,1.0,1.0,1.0
CGB5,x,4,3,0,0.386,0.54,0.7809999999999999,0.00231934815042257,0.008020000000000001,0.10199753825681972,1.0,1.0,1.0
PPAN-P2RY11,x,4,3,0,0.131,0.473,1.206,0.00232846137903707,0.00813,0.10332775930851065,0.6789375526391719,0.71727,1.0
NAA15,x,4,2,0,0.177,0.4625,0.782,0.0023352204494358803,0.008159999999999999,0.10364013289036544,1.0,1.0,1.0
SEC63,x,4,2,0,0.475,0.654,0.782,0.00234291202892738,0.00818,0.10375627073656271,1.0,1.0,1.0
EP400,x,4,2,0,0.338,0.711,0.782,0.00234456269343683,0.00818,0.10375627073656271,1.0,1.0,1.0
UBE2I,x,4,3,0,0.07,0.4505,0.782,0.00235007120840544,0.0082,0.10392990066225165,1.0,1.0,1.0
OR5AU1,n,4,3,0,0.434,0.71,0.782,0.0023533809731063303,0.00821,0.10392990066225165,1.0,1.0,1.0
RPS5,p,4,3,1,0.08900000000000001,0.34600000000000003,1.68,0.00235437197620138,0.00821,0.10392990066225165,0.0500659665325652,0.12317,0.8470300143266476
SP2,x,4,3,0,0.457,0.5539999999999999,0.782,0.002361670679963461,0.00823,0.10411412971542024,1.0,1.0,1.0
SRSF10,x,4,3,0,0.307,0.539,0.7829999999999999,0.0023777595250052607,0.00835,0.10556233465608464,1.0,1.0,1.0
SDHB,x,4,3,0,0.116,0.348,1.131,0.0023815171399621,0.00836,0.10561890284203569,0.8070558452606941,0.8034899999999999,1.0
HNRNPAB,x,4,3,0,0.373,0.5585,0.7829999999999999,0.00238946128105321,0.00838,0.10580165125495378,1.0,1.0,1.0
OR4F5,x,4,3,1,0.35600000000000004,0.4875,1.48,0.00239516568983995,0.00839,0.10585798679867987,0.195899691951854,0.3445,1.0
RTN4IP1,x,4,2,0,0.319,0.5920000000000001,0.7829999999999999,0.0023978460831811602,0.0084,0.10587348883048621,1.0,1.0,1.0
RPS14,x,4,2,0,0.142,0.417,0.845,0.0024061520047380398,0.00842,0.10587348883048621,1.0,1.0,1.0
XPO6,x,4,1,0,0.619,0.6585,0.784,0.00240737551439957,0.00842,0.10587348883048621,1.0,1.0,1.0
CHKA,x,4,3,0,0.468,0.5865,0.784,0.00241468186959848,0.00843,0.10587348883048621,1.0,1.0,1.0
ICE1,x,4,2,0,0.495,0.653,0.784,0.0024169333210723,0.00843,0.10587348883048621,1.0,1.0,1.0
