Essential,NonEssential,NonTargeting,BrunelloKinome,GuideID,GeneSymbol,BrunelloWholeGenome,GuideID.1,GeneSymbol.1
,,,,,,,PLOD3-4,PLOD3
,,,,,,,PLP1-1,PLP1
,,,,,,,PLP1-2,PLP1
,,,,,,,PLP1-3,PLP1
,,,,,,,PLP1-4,PLP1
,,,,,,,PLP2-1,PLP2
,,,,,,,PLP2-2,PLP2
,,,,,,,PLP2-3,PLP2
,,,,,,,PLP2-4,PLP2
,,,,,,,PLRG1-1,PLRG1
,,,,,,,PLRG1-2,PLRG1
,,,,,,,PLRG1-3,PLRG1
,,,,,,,PLRG1-4,PLRG1
,,,,,,,PLS1-1,PLS1
,,,,,,,PLS1-2,PLS1
,,,,,,,PLS1-3,PLS1
,,,,,,,PLS1-4,PLS1
,,,,,,,PLS3-1,PLS3
,,,,,,,PLS3-2,PLS3
,,,,,,,PLS3-3,PLS3
,,,,,,,PLS3-4,PLS3
,,,,,,,PLSCR1-1,PLSCR1
,,,,,,,PLSCR1-2,PLSCR1
,,,,,,,PLSCR1-3,PLSCR1
,,,,,,,PLSCR1-4,PLSCR1
,,,,,,,PLSCR2-1,PLSCR2
,,,,,,,PLSCR2-2,PLSCR2
,,,,,,,PLSCR2-3,PLSCR2
,,,,,,,PLSCR2-4,PLSCR2
,,,,,,,PLSCR3-1,PLSCR3
,,,,,,,PLSCR3-2,PLSCR3
,,,,,,,PLSCR3-3,PLSCR3
,,,,,,,PLSCR3-4,PLSCR3
,,,,,,,PLSCR4-1,PLSCR4
,,,,,,,PLSCR4-2,PLSCR4
,,,,,,,PLSCR4-3,PLSCR4
,,,,,,,PLSCR4-4,PLSCR4
,,,,,,,PLSCR5-1,PLSCR5
,,,,,,,PLSCR5-2,PLSCR5
,,,,,,,PLSCR5-3,PLSCR5
,,,,,,,PLSCR5-4,PLSCR5
,,,,,,,PLTP-1,PLTP
,,,,,,,PLTP-2,PLTP
,,,,,,,PLTP-3,PLTP
,,,,,,,PLTP-4,PLTP
,,,,,,,PLVAP-1,PLVAP
,,,,,,,PLVAP-2,PLVAP
,,,,,,,PLVAP-3,PLVAP
,,,,,,,PLVAP-4,PLVAP
,,,,,,,PLXDC1-1,PLXDC1
,,,,,,,PLXDC1-2,PLXDC1
,,,,,,,PLXDC1-3,PLXDC1
,,,,,,,PLXDC1-4,PLXDC1
,,,,,,,PLXDC2-1,PLXDC2
,,,,,,,PLXDC2-2,PLXDC2
,,,,,,,PLXDC2-3,PLXDC2
,,,,,,,PLXDC2-4,PLXDC2
,,,,,,,PLXNA1-1,PLXNA1
,,,,,,,PLXNA1-2,PLXNA1
,,,,,,,PLXNA1-3,PLXNA1
,,,,,,,PLXNA1-4,PLXNA1
,,,,,,,PLXNA2-1,PLXNA2
,,,,,,,PLXNA2-2,PLXNA2
,,,,,,,PLXNA2-3,PLXNA2
,,,,,,,PLXNA2-4,PLXNA2
,,,,,,,PLXNA3-1,PLXNA3
,,,,,,,PLXNA3-2,PLXNA3
,,,,,,,PLXNA3-3,PLXNA3
,,,,,,,PLXNA3-4,PLXNA3
,,,,,,,PLXNA4-1,PLXNA4
,,,,,,,PLXNA4-2,PLXNA4
,,,,,,,PLXNA4-3,PLXNA4
,,,,,,,PLXNA4-4,PLXNA4
,,,,,,,PLXNB1-1,PLXNB1
,,,,,,,PLXNB1-2,PLXNB1
,,,,,,,PLXNB1-3,PLXNB1
,,,,,,,PLXNB1-4,PLXNB1
,,,,,,,PLXNB2-1,PLXNB2
,,,,,,,PLXNB2-2,PLXNB2
,,,,,,,PLXNB2-3,PLXNB2
,,,,,,,PLXNB2-4,PLXNB2
,,,,,,,PLXNB3-1,PLXNB3
,,,,,,,PLXNB3-2,PLXNB3
,,,,,,,PLXNB3-3,PLXNB3
,,,,,,,PLXNB3-4,PLXNB3
,,,,,,,PLXNC1-1,PLXNC1
,,,,,,,PLXNC1-2,PLXNC1
,,,,,,,PLXNC1-3,PLXNC1
,,,,,,,PLXNC1-4,PLXNC1
,,,,,,,PLXND1-1,PLXND1
,,,,,,,PLXND1-2,PLXND1
,,,,,,,PLXND1-3,PLXND1
,,,,,,,PLXND1-4,PLXND1
,,,,,,,PM20D1-1,PM20D1
,,,,,,,PM20D1-2,PM20D1
,,,,,,,PM20D1-3,PM20D1
,,,,,,,PM20D1-4,PM20D1
,,,,,,,PM20D2-1,PM20D2
,,,,,,,PM20D2-2,PM20D2
,,,,,,,PM20D2-3,PM20D2
,,,,,,,PM20D2-4,PM20D2
,,,,,,,PMAIP1-1,PMAIP1
,,,,,,,PMAIP1-2,PMAIP1
,,,,,,,PMAIP1-3,PMAIP1
,,,,,,,PMAIP1-4,PMAIP1
,,,,,,,PMCH-1,PMCH
,,,,,,,PMCH-2,PMCH
,,,,,,,PMCH-3,PMCH
,,,,,,,PMCH-4,PMCH
,,,,,,,PMEL-1,PMEL
,,,,,,,PMEL-2,PMEL
,,,,,,,PMEL-3,PMEL
,,,,,,,PMEL-4,PMEL
,,,,,,,PMEPA1-1,PMEPA1
,,,,,,,PMEPA1-2,PMEPA1
,,,,,,,PMEPA1-3,PMEPA1
,,,,,,,PMEPA1-4,PMEPA1
,,,,,,,PMF1-1,PMF1
,,,,,,,PMF1-2,PMF1
,,,,,,,PMF1-3,PMF1
,,,,,,,PMF1-4,PMF1
,,,,,,,PMF1-BGLAP-1,PMF1-BGLAP
,,,,,,,PMF1-BGLAP-2,PMF1-BGLAP
,,,,,,,PMF1-BGLAP-3,PMF1-BGLAP
,,,,,,,PMF1-BGLAP-4,PMF1-BGLAP
,,,,,,,PMFBP1-1,PMFBP1
,,,,,,,PMFBP1-2,PMFBP1
,,,,,,,PMFBP1-3,PMFBP1
,,,,,,,PMFBP1-4,PMFBP1
,,,,,,,PML-1,PML
,,,,,,,PML-2,PML
,,,,,,,PML-3,PML
,,,,,,,PML-4,PML
,,,,,,,PMM1-1,PMM1
,,,,,,,PMM1-2,PMM1
,,,,,,,PMM1-3,PMM1
,,,,,,,PMM1-4,PMM1
,,,,,,,PMM2-1,PMM2
,,,,,,,PMM2-2,PMM2
,,,,,,,PMM2-3,PMM2
,,,,,,,PMM2-4,PMM2
,,,,,,,PMP2-1,PMP2
,,,,,,,PMP2-2,PMP2
,,,,,,,PMP2-3,PMP2
,,,,,,,PMP2-4,PMP2
,,,,,,,PMP22-1,PMP22
,,,,,,,PMP22-2,PMP22
,,,,,,,PMP22-3,PMP22
,,,,,,,PMP22-4,PMP22
,,,,,,,PMPCA-1,PMPCA
,,,,,,,PMPCA-2,PMPCA
,,,,,,,PMPCA-3,PMPCA
,,,,,,,PMPCA-4,PMPCA
,,,,,,,PMPCB-1,PMPCB
,,,,,,,PMPCB-2,PMPCB
,,,,,,,PMPCB-3,PMPCB
,,,,,,,PMPCB-4,PMPCB
,,,,,,,PMS1-1,PMS1
,,,,,,,PMS1-2,PMS1
,,,,,,,PMS1-3,PMS1
,,,,,,,PMS1-4,PMS1
,,,,,,,PMS2-1,PMS2
,,,,,,,PMS2-2,PMS2
,,,,,,,PMS2-3,PMS2
,,,,,,,PMS2-4,PMS2
,,,,,,,PMVK-1,PMVK
,,,,,,,PMVK-2,PMVK
,,,,,,,PMVK-3,PMVK
,,,,,,,PMVK-4,PMVK
,,,,,,,PNCK-1,PNCK
,,,,,,,PNCK-2,PNCK
,,,,,,,PNCK-3,PNCK
,,,,,,,PNCK-4,PNCK
,,,,,,,PNISR-1,PNISR
,,,,,,,PNISR-2,PNISR
,,,,,,,PNISR-3,PNISR
,,,,,,,PNISR-4,PNISR
,,,,,,,PNKD-1,PNKD
,,,,,,,PNKD-2,PNKD
,,,,,,,PNKD-3,PNKD
,,,,,,,PNKD-4,PNKD
,,,,,,,PNKP-1,PNKP
,,,,,,,PNKP-2,PNKP
,,,,,,,PNKP-3,PNKP
,,,,,,,PNKP-4,PNKP
,,,,,,,PNLDC1-1,PNLDC1
,,,,,,,PNLDC1-2,PNLDC1
,,,,,,,PNLDC1-3,PNLDC1
,,,,,,,PNLDC1-4,PNLDC1
,,,,,,,PNLIP-1,PNLIP
,,,,,,,PNLIP-2,PNLIP
,,,,,,,PNLIP-3,PNLIP
,,,,,,,PNLIP-4,PNLIP
,,,,,,,PNLIPRP1-1,PNLIPRP1
,,,,,,,PNLIPRP1-2,PNLIPRP1
,,,,,,,PNLIPRP1-3,PNLIPRP1
,,,,,,,PNLIPRP1-4,PNLIPRP1
,,,,,,,PNLIPRP2-1,PNLIPRP2
,,,,,,,PNLIPRP2-2,PNLIPRP2
,,,,,,,PNLIPRP2-3,PNLIPRP2
,,,,,,,PNLIPRP2-4,PNLIPRP2
,,,,,,,PNLIPRP3-1,PNLIPRP3
,,,,,,,PNLIPRP3-2,PNLIPRP3
,,,,,,,PNLIPRP3-3,PNLIPRP3
,,,,,,,PNLIPRP3-4,PNLIPRP3
,,,,,,,PNMA1-1,PNMA1
,,,,,,,PNMA1-2,PNMA1
,,,,,,,PNMA1-3,PNMA1
,,,,,,,PNMA1-4,PNMA1
,,,,,,,PNMA2-1,PNMA2
,,,,,,,PNMA2-2,PNMA2
,,,,,,,PNMA2-3,PNMA2
,,,,,,,PNMA2-4,PNMA2
,,,,,,,PNMA3-1,PNMA3
,,,,,,,PNMA3-2,PNMA3
,,,,,,,PNMA3-3,PNMA3
,,,,,,,PNMA3-4,PNMA3
,,,,,,,PNMA5-1,PNMA5
,,,,,,,PNMA5-2,PNMA5
,,,,,,,PNMA5-3,PNMA5
,,,,,,,PNMA5-4,PNMA5
,,,,,,,PNMA6A-1,PNMA6A
,,,,,,,PNMA6A-2,PNMA6A
,,,,,,,PNMA6A-3,PNMA6A
,,,,,,,PNMA6A-4,PNMA6A
,,,,,,,PNMAL1-1,PNMAL1
,,,,,,,PNMAL1-2,PNMAL1
,,,,,,,PNMAL1-3,PNMAL1
,,,,,,,PNMAL1-4,PNMAL1
,,,,,,,PNMAL2-1,PNMAL2
,,,,,,,PNMAL2-2,PNMAL2
,,,,,,,PNMAL2-3,PNMAL2
,,,,,,,PNMAL2-4,PNMAL2
,,,,,,,PNMT-1,PNMT
,,,,,,,PNMT-2,PNMT
,,,,,,,PNMT-3,PNMT
,,,,,,,PNMT-4,PNMT
,,,,,,,PNN-1,PNN
,,,,,,,PNN-2,PNN
,,,,,,,PNN-3,PNN
,,,,,,,PNN-4,PNN
,,,,,,,PNO1-1,PNO1
,,,,,,,PNO1-2,PNO1
,,,,,,,PNO1-3,PNO1
,,,,,,,PNO1-4,PNO1
,,,,,,,PNOC-1,PNOC
,,,,,,,PNOC-2,PNOC
,,,,,,,PNOC-3,PNOC
,,,,,,,PNOC-4,PNOC
,,,,,,,PNP-1,PNP
,,,,,,,PNP-2,PNP
,,,,,,,PNP-3,PNP
,,,,,,,PNP-4,PNP
,,,,,,,PNPLA1-1,PNPLA1
,,,,,,,PNPLA1-2,PNPLA1
,,,,,,,PNPLA1-3,PNPLA1
,,,,,,,PNPLA1-4,PNPLA1
,,,,,,,PNPLA2-1,PNPLA2
,,,,,,,PNPLA2-2,PNPLA2
,,,,,,,PNPLA2-3,PNPLA2
,,,,,,,PNPLA2-4,PNPLA2
,,,,,,,PNPLA3-1,PNPLA3
,,,,,,,PNPLA3-2,PNPLA3
,,,,,,,PNPLA3-3,PNPLA3
,,,,,,,PNPLA3-4,PNPLA3
,,,,,,,PNPLA4-1,PNPLA4
,,,,,,,PNPLA4-2,PNPLA4
,,,,,,,PNPLA4-3,PNPLA4
,,,,,,,PNPLA4-4,PNPLA4
,,,,,,,PNPLA5-1,PNPLA5
,,,,,,,PNPLA5-2,PNPLA5
,,,,,,,PNPLA5-3,PNPLA5
,,,,,,,PNPLA5-4,PNPLA5
,,,,,,,PNPLA6-1,PNPLA6
,,,,,,,PNPLA6-2,PNPLA6
,,,,,,,PNPLA6-3,PNPLA6
,,,,,,,PNPLA6-4,PNPLA6
,,,,,,,PNPLA7-1,PNPLA7
,,,,,,,PNPLA7-2,PNPLA7
,,,,,,,PNPLA7-3,PNPLA7
,,,,,,,PNPLA7-4,PNPLA7
,,,,,,,PNPLA8-1,PNPLA8
,,,,,,,PNPLA8-2,PNPLA8
,,,,,,,PNPLA8-3,PNPLA8
,,,,,,,PNPLA8-4,PNPLA8
,,,,,,,PNPO-1,PNPO
,,,,,,,PNPO-2,PNPO
,,,,,,,PNPO-3,PNPO
,,,,,,,PNPO-4,PNPO
,,,,,,,PNPT1-1,PNPT1
,,,,,,,PNPT1-2,PNPT1
,,,,,,,PNPT1-3,PNPT1
,,,,,,,PNPT1-4,PNPT1
,,,,,,,PNRC1-1,PNRC1
,,,,,,,PNRC1-2,PNRC1
,,,,,,,PNRC1-3,PNRC1
,,,,,,,PNRC1-4,PNRC1
,,,,,,,PNRC2-1,PNRC2
,,,,,,,PNRC2-2,PNRC2
,,,,,,,PNRC2-3,PNRC2
,,,,,,,PNRC2-4,PNRC2
,,,,,,,POC1A-1,POC1A
,,,,,,,POC1A-2,POC1A
,,,,,,,POC1A-3,POC1A
,,,,,,,POC1A-4,POC1A
,,,,,,,POC1B-1,POC1B
,,,,,,,POC1B-2,POC1B
,,,,,,,POC1B-3,POC1B
,,,,,,,POC1B-4,POC1B
,,,,,,,POC1B-GALNT4-1,POC1B-GALNT4
,,,,,,,POC1B-GALNT4-2,POC1B-GALNT4
,,,,,,,POC1B-GALNT4-3,POC1B-GALNT4
,,,,,,,POC1B-GALNT4-4,POC1B-GALNT4
,,,,,,,POC5-1,POC5
,,,,,,,POC5-2,POC5
,,,,,,,POC5-3,POC5
,,,,,,,POC5-4,POC5
,,,,,,,PODN-1,PODN
,,,,,,,PODN-2,PODN
,,,,,,,PODN-3,PODN
,,,,,,,PODN-4,PODN
,,,,,,,PODNL1-1,PODNL1
,,,,,,,PODNL1-2,PODNL1
,,,,,,,PODNL1-3,PODNL1
,,,,,,,PODNL1-4,PODNL1
,,,,,,,PODXL-1,PODXL
,,,,,,,PODXL-2,PODXL
,,,,,,,PODXL-3,PODXL
,,,,,,,PODXL-4,PODXL
,,,,,,,PODXL2-1,PODXL2
,,,,,,,PODXL2-2,PODXL2
,,,,,,,PODXL2-3,PODXL2
,,,,,,,PODXL2-4,PODXL2
,,,,,,,POF1B-1,POF1B
,,,,,,,POF1B-2,POF1B
,,,,,,,POF1B-3,POF1B
,,,,,,,POF1B-4,POF1B
,,,,,,,POFUT1-1,POFUT1
,,,,,,,POFUT1-2,POFUT1
,,,,,,,POFUT1-3,POFUT1
,,,,,,,POFUT1-4,POFUT1
,,,,,,,POFUT2-1,POFUT2
,,,,,,,POFUT2-2,POFUT2
,,,,,,,POFUT2-3,POFUT2
,,,,,,,POFUT2-4,POFUT2
,,,,,,,POGK-1,POGK
,,,,,,,POGK-2,POGK
,,,,,,,POGK-3,POGK
,,,,,,,POGK-4,POGK
,,,,,,,POGLUT1-1,POGLUT1
,,,,,,,POGLUT1-2,POGLUT1
,,,,,,,POGLUT1-3,POGLUT1
,,,,,,,POGLUT1-4,POGLUT1
,,,,,,,POGZ-1,POGZ
,,,,,,,POGZ-2,POGZ
,,,,,,,POGZ-3,POGZ
,,,,,,,POGZ-4,POGZ
,,,,,,,POLA1-1,POLA1
,,,,,,,POLA1-2,POLA1
,,,,,,,POLA1-3,POLA1
,,,,,,,POLA1-4,POLA1
,,,,,,,POLA2-1,POLA2
,,,,,,,POLA2-2,POLA2
,,,,,,,POLA2-3,POLA2
,,,,,,,POLA2-4,POLA2
,,,,,,,POLB-1,POLB
,,,,,,,POLB-2,POLB
,,,,,,,POLB-3,POLB
,,,,,,,POLB-4,POLB
,,,,,,,POLD1-1,POLD1
,,,,,,,POLD1-2,POLD1
,,,,,,,POLD1-3,POLD1
,,,,,,,POLD1-4,POLD1
,,,,,,,POLD2-1,POLD2
,,,,,,,POLD2-2,POLD2
,,,,,,,POLD2-3,POLD2
,,,,,,,POLD2-4,POLD2
,,,,,,,POLD3-1,POLD3
,,,,,,,POLD3-2,POLD3
,,,,,,,POLD3-3,POLD3
,,,,,,,POLD3-4,POLD3
,,,,,,,POLD4-1,POLD4
,,,,,,,POLD4-2,POLD4
,,,,,,,POLD4-3,POLD4
,,,,,,,POLD4-4,POLD4
,,,,,,,POLDIP2-1,POLDIP2
,,,,,,,POLDIP2-2,POLDIP2
,,,,,,,POLDIP2-3,POLDIP2
,,,,,,,POLDIP2-4,POLDIP2
,,,,,,,POLDIP3-1,POLDIP3
,,,,,,,POLDIP3-2,POLDIP3
,,,,,,,POLDIP3-3,POLDIP3
,,,,,,,POLDIP3-4,POLDIP3
,,,,,,,POLE-1,POLE
,,,,,,,POLE-2,POLE
,,,,,,,POLE-3,POLE
,,,,,,,POLE-4,POLE
,,,,,,,POLE2-1,POLE2
,,,,,,,POLE2-2,POLE2
,,,,,,,POLE2-3,POLE2
,,,,,,,POLE2-4,POLE2
,,,,,,,POLE3-1,POLE3
,,,,,,,POLE3-2,POLE3
,,,,,,,POLE3-3,POLE3
,,,,,,,POLE3-4,POLE3
,,,,,,,POLE4-1,POLE4
,,,,,,,POLE4-2,POLE4
,,,,,,,POLE4-3,POLE4
,,,,,,,POLE4-4,POLE4
,,,,,,,POLG-1,POLG
,,,,,,,POLG-2,POLG
,,,,,,,POLG-3,POLG
,,,,,,,POLG-4,POLG
,,,,,,,POLG2-1,POLG2
,,,,,,,POLG2-2,POLG2
,,,,,,,POLG2-3,POLG2
,,,,,,,POLG2-4,POLG2
,,,,,,,POLH-1,POLH
,,,,,,,POLH-2,POLH
,,,,,,,POLH-3,POLH
,,,,,,,POLH-4,POLH
,,,,,,,POLI-1,POLI
,,,,,,,POLI-2,POLI
,,,,,,,POLI-3,POLI
,,,,,,,POLI-4,POLI
,,,,,,,POLK-1,POLK
,,,,,,,POLK-2,POLK
,,,,,,,POLK-3,POLK
,,,,,,,POLK-4,POLK
,,,,,,,POLL-1,POLL
,,,,,,,POLL-2,POLL
,,,,,,,POLL-3,POLL
,,,,,,,POLL-4,POLL
,,,,,,,POLM-1,POLM
,,,,,,,POLM-2,POLM
,,,,,,,POLM-3,POLM
,,,,,,,POLM-4,POLM
,,,,,,,POLN-1,POLN
,,,,,,,POLN-2,POLN
,,,,,,,POLN-3,POLN
,,,,,,,POLN-4,POLN
,,,,,,,POLQ-1,POLQ
,,,,,,,POLQ-2,POLQ
,,,,,,,POLQ-3,POLQ
,,,,,,,POLQ-4,POLQ
,,,,,,,POLR1A-1,POLR1A
,,,,,,,POLR1A-2,POLR1A
,,,,,,,POLR1A-3,POLR1A
,,,,,,,POLR1A-4,POLR1A
,,,,,,,POLR1B-1,POLR1B
,,,,,,,POLR1B-2,POLR1B
,,,,,,,POLR1B-3,POLR1B
,,,,,,,POLR1B-4,POLR1B
,,,,,,,POLR1C-1,POLR1C
,,,,,,,POLR1C-2,POLR1C
,,,,,,,POLR1C-3,POLR1C
,,,,,,,POLR1C-4,POLR1C
,,,,,,,POLR1D-1,POLR1D
,,,,,,,POLR1D-2,POLR1D
,,,,,,,POLR1D-3,POLR1D
,,,,,,,POLR1D-4,POLR1D
,,,,,,,POLR1E-1,POLR1E
,,,,,,,POLR1E-2,POLR1E
,,,,,,,POLR1E-3,POLR1E
,,,,,,,POLR1E-4,POLR1E
,,,,,,,POLR2A-1,POLR2A
,,,,,,,POLR2A-2,POLR2A
,,,,,,,POLR2A-3,POLR2A
,,,,,,,POLR2A-4,POLR2A
,,,,,,,POLR2B-1,POLR2B
,,,,,,,POLR2B-2,POLR2B
,,,,,,,POLR2B-3,POLR2B
,,,,,,,POLR2B-4,POLR2B
,,,,,,,POLR2C-1,POLR2C
,,,,,,,POLR2C-2,POLR2C
,,,,,,,POLR2C-3,POLR2C
,,,,,,,POLR2C-4,POLR2C
,,,,,,,POLR2D-1,POLR2D
,,,,,,,POLR2D-2,POLR2D
,,,,,,,POLR2D-3,POLR2D
,,,,,,,POLR2D-4,POLR2D
,,,,,,,POLR2E-1,POLR2E
,,,,,,,POLR2E-2,POLR2E
,,,,,,,POLR2E-3,POLR2E
,,,,,,,POLR2E-4,POLR2E
,,,,,,,POLR2F-1,POLR2F
,,,,,,,POLR2F-2,POLR2F
,,,,,,,POLR2F-3,POLR2F
,,,,,,,POLR2F-4,POLR2F
,,,,,,,POLR2G-1,POLR2G
,,,,,,,POLR2G-2,POLR2G
,,,,,,,POLR2G-3,POLR2G
,,,,,,,POLR2G-4,POLR2G
,,,,,,,POLR2H-1,POLR2H
,,,,,,,POLR2H-2,POLR2H
,,,,,,,POLR2H-3,POLR2H
,,,,,,,POLR2H-4,POLR2H
,,,,,,,POLR2I-1,POLR2I
,,,,,,,POLR2I-2,POLR2I
,,,,,,,POLR2I-3,POLR2I
,,,,,,,POLR2I-4,POLR2I
,,,,,,,POLR2J-1,POLR2J
,,,,,,,POLR2J-2,POLR2J
,,,,,,,POLR2J-3,POLR2J
,,,,,,,POLR2J-4,POLR2J
,,,,,,,POLR2J2-1,POLR2J2
,,,,,,,POLR2J2-2,POLR2J2
,,,,,,,POLR2J2-3,POLR2J2
,,,,,,,POLR2J2-4,POLR2J2
,,,,,,,POLR2J3-1,POLR2J3
,,,,,,,POLR2J3-2,POLR2J3
,,,,,,,POLR2J3-3,POLR2J3
,,,,,,,POLR2J3-4,POLR2J3
,,,,,,,POLR2K-1,POLR2K
,,,,,,,POLR2K-2,POLR2K
,,,,,,,POLR2K-3,POLR2K
,,,,,,,POLR2K-4,POLR2K
,,,,,,,POLR2L-1,POLR2L
,,,,,,,POLR2L-2,POLR2L
,,,,,,,POLR2L-3,POLR2L
,,,,,,,POLR2L-4,POLR2L
,,,,,,,POLR2M-1,POLR2M
,,,,,,,POLR2M-2,POLR2M
,,,,,,,POLR2M-3,POLR2M
,,,,,,,POLR2M-4,POLR2M
,,,,,,,POLR3A-1,POLR3A
,,,,,,,POLR3A-2,POLR3A
,,,,,,,POLR3A-3,POLR3A
,,,,,,,POLR3A-4,POLR3A
,,,,,,,POLR3B-1,POLR3B
,,,,,,,POLR3B-2,POLR3B
,,,,,,,POLR3B-3,POLR3B
,,,,,,,POLR3B-4,POLR3B
,,,,,,,POLR3C-1,POLR3C
,,,,,,,POLR3C-2,POLR3C
,,,,,,,POLR3C-3,POLR3C
,,,,,,,POLR3C-4,POLR3C
,,,,,,,POLR3D-1,POLR3D
,,,,,,,POLR3D-2,POLR3D
,,,,,,,POLR3D-3,POLR3D
,,,,,,,POLR3D-4,POLR3D
,,,,,,,POLR3E-1,POLR3E
,,,,,,,POLR3E-2,POLR3E
,,,,,,,POLR3E-3,POLR3E
,,,,,,,POLR3E-4,POLR3E
,,,,,,,POLR3F-1,POLR3F
,,,,,,,POLR3F-2,POLR3F
,,,,,,,POLR3F-3,POLR3F
,,,,,,,POLR3F-4,POLR3F
,,,,,,,POLR3G-1,POLR3G
,,,,,,,POLR3G-2,POLR3G
,,,,,,,POLR3G-3,POLR3G
,,,,,,,POLR3G-4,POLR3G
,,,,,,,POLR3GL-1,POLR3GL
,,,,,,,POLR3GL-2,POLR3GL
,,,,,,,POLR3GL-3,POLR3GL
,,,,,,,POLR3GL-4,POLR3GL
,,,,,,,POLR3H-1,POLR3H
,,,,,,,POLR3H-2,POLR3H
,,,,,,,POLR3H-3,POLR3H
,,,,,,,POLR3H-4,POLR3H
,,,,,,,POLR3K-1,POLR3K
,,,,,,,POLR3K-2,POLR3K
,,,,,,,POLR3K-3,POLR3K
,,,,,,,POLR3K-4,POLR3K
,,,,,,,POLRMT-1,POLRMT
,,,,,,,POLRMT-2,POLRMT
,,,,,,,POLRMT-3,POLRMT
,,,,,,,POLRMT-4,POLRMT
,,,,,,,POM121-1,POM121
,,,,,,,POM121-2,POM121
,,,,,,,POM121-3,POM121
,,,,,,,POM121-4,POM121
,,,,,,,POM121C-1,POM121C
,,,,,,,POM121C-2,POM121C
,,,,,,,POM121C-3,POM121C
,,,,,,,POM121C-4,POM121C
,,,,,,,POM121L12-1,POM121L12
,,,,,,,POM121L12-2,POM121L12
,,,,,,,POM121L12-3,POM121L12
,,,,,,,POM121L12-4,POM121L12
,,,,,,,POM121L2-1,POM121L2
,,,,,,,POM121L2-2,POM121L2
,,,,,,,POM121L2-3,POM121L2
,,,,,,,POM121L2-4,POM121L2
,,,,,,,POMC-1,POMC
,,,,,,,POMC-2,POMC
,,,,,,,POMC-3,POMC
,,,,,,,POMC-4,POMC
,,,,,,,POMGNT1-1,POMGNT1
,,,,,,,POMGNT1-2,POMGNT1
,,,,,,,POMGNT1-3,POMGNT1
,,,,,,,POMGNT1-4,POMGNT1
,,,,,,,POMGNT2-1,POMGNT2
,,,,,,,POMGNT2-2,POMGNT2
,,,,,,,POMGNT2-3,POMGNT2
,,,,,,,POMGNT2-4,POMGNT2
,,,,,,,POMK-1,POMK
,,,,,,,POMK-2,POMK
,,,,,,,POMK-3,POMK
,,,,,,,POMK-4,POMK
,,,,,,,POMP-1,POMP
,,,,,,,POMP-2,POMP
,,,,,,,POMP-3,POMP
,,,,,,,POMP-4,POMP
,,,,,,,POMT1-1,POMT1
,,,,,,,POMT1-2,POMT1
,,,,,,,POMT1-3,POMT1
,,,,,,,POMT1-4,POMT1
,,,,,,,POMT2-1,POMT2
,,,,,,,POMT2-2,POMT2
,,,,,,,POMT2-3,POMT2
,,,,,,,POMT2-4,POMT2
,,,,,,,POMZP3-1,POMZP3
,,,,,,,POMZP3-2,POMZP3
,,,,,,,POMZP3-3,POMZP3
,,,,,,,POMZP3-4,POMZP3
,,,,,,,PON1-1,PON1
,,,,,,,PON1-2,PON1
,,,,,,,PON1-3,PON1
,,,,,,,PON1-4,PON1
,,,,,,,PON2-1,PON2
,,,,,,,PON2-2,PON2
,,,,,,,PON2-3,PON2
,,,,,,,PON2-4,PON2
,,,,,,,PON3-1,PON3
,,,,,,,PON3-2,PON3
,,,,,,,PON3-3,PON3
,,,,,,,PON3-4,PON3
,,,,,,,POP1-1,POP1
,,,,,,,POP1-2,POP1
,,,,,,,POP1-3,POP1
,,,,,,,POP1-4,POP1
,,,,,,,POP4-1,POP4
,,,,,,,POP4-2,POP4
,,,,,,,POP4-3,POP4
,,,,,,,POP4-4,POP4
,,,,,,,POP5-1,POP5
,,,,,,,POP5-2,POP5
,,,,,,,POP5-3,POP5
,,,,,,,POP5-4,POP5
,,,,,,,POP7-1,POP7
,,,,,,,POP7-2,POP7
,,,,,,,POP7-3,POP7
,,,,,,,POP7-4,POP7
,,,,,,,POPDC2-1,POPDC2
,,,,,,,POPDC2-2,POPDC2
,,,,,,,POPDC2-3,POPDC2
,,,,,,,POPDC2-4,POPDC2
,,,,,,,POPDC3-1,POPDC3
,,,,,,,POPDC3-2,POPDC3
,,,,,,,POPDC3-3,POPDC3
,,,,,,,POPDC3-4,POPDC3
,,,,,,,POR-1,POR
,,,,,,,POR-2,POR
,,,,,,,POR-3,POR
,,,,,,,POR-4,POR
,,,,,,,PORCN-1,PORCN
,,,,,,,PORCN-2,PORCN
,,,,,,,PORCN-3,PORCN
,,,,,,,PORCN-4,PORCN
,,,,,,,POSTN-1,POSTN
,,,,,,,POSTN-2,POSTN
,,,,,,,POSTN-3,POSTN
,,,,,,,POSTN-4,POSTN
,,,,,,,POT1-1,POT1
,,,,,,,POT1-2,POT1
,,,,,,,POT1-3,POT1
,,,,,,,POT1-4,POT1
,,,,,,,POTEA-1,POTEA
,,,,,,,POTEA-2,POTEA
,,,,,,,POTEA-3,POTEA
,,,,,,,POTEA-4,POTEA
,,,,,,,POTEB-1,POTEB
,,,,,,,POTEB-2,POTEB
,,,,,,,POTEB-3,POTEB
,,,,,,,POTEB-4,POTEB
,,,,,,,POTEB2-1,POTEB2
,,,,,,,POTEB2-2,POTEB2
,,,,,,,POTEB2-3,POTEB2
,,,,,,,POTEB2-4,POTEB2
