GeneSymbol,Type,TotalGuides,HitsDown,HitsUp,MinFoldChange,MedianFoldChange,MaxFoldChange,rhoDepleted,pvalueDepleted,fdrDepleted,rhoEnriched,pvalueEnriched,fdrEnriched
TSSK1B,n,4,0,0,0.578,0.7875,1.339,0.149061872067351,0.26921999999999996,1.0,0.6355434236240279,0.68392,1.0
RIPPLY2,x,4,0,0,0.5660000000000001,0.8505,1.32,0.14926741169215,0.26948,1.0,0.661083706659089,0.69899,1.0
PRB1,n,4,1,0,0.506,1.0365,1.5659999999999998,0.149416952926458,0.26966999999999997,1.0,0.14203711675812195,0.27464,0.937801963584434
PKIA,x,4,1,0,0.36,0.991,1.554,0.149435649005039,0.26968000000000003,1.0,0.2266913348472089,0.36726,0.991104434465338
MEIOC,x,4,0,1,0.617,0.853,2.725,0.14951044092562601,0.26978,1.0,0.0161720698075525,0.050660000000000004,0.742042835249042
TEFM,x,4,1,0,0.18,0.8485,1.22,0.149622651616979,0.26992,1.0,0.77732741984431,0.77881,1.0
KCNJ12,x,4,1,0,0.586,0.8690000000000001,1.327,0.14967876722294599,0.26997,1.0,0.651507883610751,0.69319,1.0
EDC4,x,4,1,0,0.489,0.8335,1.051,0.14986586861311,0.27025,1.0,1.0,1.0,1.0
MYT1L,x,4,0,0,0.435,0.753,1.5030000000000001,0.150240299006879,0.27075,1.0,0.438649066145752,0.57295,1.0
BEX5,x,4,0,0,0.512,0.7615,1.073,0.15025902848484,0.27076,1.0,1.0,1.0,1.0
APOC3,x,4,0,0,0.6409999999999999,0.8035,1.348,0.150427627859389,0.27097,1.0,0.6238975183428299,0.6778,1.0
SNCAIP,x,4,0,1,0.5,0.757,1.771,0.15136540565811998,0.27219,1.0,0.20350456054903104,0.3436,0.9779575917397118
POMP,x,4,1,0,0.594,0.8755,1.168,0.151478065671122,0.27232,1.0,1.0,1.0,1.0
ZNF24,x,4,0,0,0.532,0.737,1.358,0.152173400389796,0.27315,1.0,0.610932466813739,0.6700699999999999,1.0
PPIG,x,4,0,0,0.602,0.745,1.178,0.15230506576875,0.27338,1.0,0.823058916668943,0.8095,1.0
FOXL2NB,x,4,0,0,0.612,0.8925,1.433,0.152417951025936,0.27351,1.0,0.52143300563317,0.62551,1.0
SIX5,x,4,0,0,0.611,0.8535,1.182,0.15253086323649098,0.27366999999999997,1.0,1.0,1.0,1.0
LRCOL1,x,4,0,0,0.564,0.7809999999999999,1.17,0.1525873294442,0.2737,1.0,1.0,1.0,1.0
TMED5,x,4,0,0,0.643,0.8515,1.3619999999999999,0.15281326157715194,0.27399999999999997,1.0,0.606639841836802,0.66776,1.0
KRT16,x,4,1,0,0.326,0.917,1.5119999999999998,0.152926267996449,0.27416,1.0,0.4297190507891071,0.56566,1.0
ATF7,x,4,1,0,0.539,0.7985,0.96,0.15307698503302802,0.27432,1.0,1.0,1.0,1.0
ARID2,x,4,0,0,0.494,0.8185,1.114,0.153227749818126,0.27447,1.0,1.0,1.0,1.0
RNF187,x,4,0,0,0.64,0.9,1.16,0.15328429891484194,0.27452,1.0,1.0,1.0,1.0
TBCA,x,4,1,0,0.214,0.748,1.167,0.153510562353296,0.27481,1.0,1.0,1.0,1.0
